1	1	muzeum historia	[muzeum Historii]	22.5	2	27	27	6
2	2	muzeum historia Polska	[muzeum Historii Polski]	19.019550008653876	3	14	10	5
3	2	budowa muzeum historia Polska	[budowa Muzeum Historii Polski]	19.019550008653876	4	12	0	0
4	3	cytadela warszawski	[cytadela warszawska]	11.0	2	11	0	0
5	4	warsztat plastyczny	[warsztat plastyczny]	8.0	2	8	0	0
6	5	spot promocyjny cykl	[spot promocyjny cyklu]	7.924812503605781	3	5	0	0
7	5	audiobook muzeum historia Polska	[audiobook Muzeum Historii Polski]	7.924812503605781	4	5	0	0
8	6	wydarzenie historyczny	[wydarzenie historyczne]	7.0	2	7	0	0
9	7	cud Polska	[cud Polski]	6.0	2	6	0	0
10	8	Polska	[Polska]	5.757142857142857	1	64	45	7
11	9	Łukasz	[Łukasz]	4.800000000000001	1	48	0	0
12	10	II wojna światowy	[II wojna światowa]	4.754887502163469	3	3	0	0
13	11	II RP	[II RP]	4.75	2	6	5	4
14	12	Starowieyski	[Starowieyski]	4.7	1	48	3	3
15	13	historia	[historia]	4.65	1	51	45	10
16	14	II Rzeczpospolita	[II Rzeczpospolita]	4.0	2	4	0	0
17	14	dawny Polska	[dawna Polska]	4.0	2	4	0	0
18	14	historia Polska	[historia Polski]	4.0	2	4	0	0
19	14	I Rzeczpospolita	[I Rzeczpospolita]	4.0	2	5	3	3
20	15	klasyk polski historiografia	[klasyk polskiej historiografii]	3.1699250014423126	3	2	0	0
21	16	kłamstwo katyński	[kłamstwo katyńskie]	3.0	2	3	0	0
22	16	World war	[World war]	3.0	2	3	0	0
23	16	panel 3	[panel 3]	3.0	2	3	0	0
24	16	panel 2	[panel 2]	3.0	2	3	0	0
25	17	muzeum	[muzeum]	2.25	1	27	27	6
26	18	audiobook	[audiobook]	2.0	1	24	8	2
27	18	związek sowiecki	[związek sowiecki]	2.0	2	2	0	0
28	18	zwiastun film	[zwiastun filmu]	2.0	2	2	0	0
29	18	historia mówiony	[historia Mówiona]	2.0	2	2	0	0
30	18	patriotyzm jutro	[patriotyzm jutra]	2.0	2	2	0	0
31	18	getto warszawski	[getto warszawskie]	2.0	2	2	0	0
32	18	powstanie warszawski	[powstanie warszawskie]	2.0	2	3	1	1
33	18	państwo podziemny	[państwo podziemne]	2.0	2	2	0	0
34	18	krótki historia	[krótka historia]	2.0	2	2	0	0
35	18	ziemia polski	[ziemia polska]	2.0	2	2	0	0
36	18	sprawa polski	[sprawa polska]	2.0	2	2	0	0
37	18	stan wojenny	[stan wojenny]	2.0	2	3	2	2
38	18	prezentacja audiobook	[prezentacja audiobooków]	2.0	2	2	0	0
39	18	III Rzesza	[III Rzesza]	2.0	2	3	2	2
40	18	panel 1	[panel 1]	2.0	2	3	1	1
41	18	zagadka rozwiązać	[zagadka rozwiązana]	2.0	2	2	0	0
42	18	insurekcja warszawski	[insurekcja warszawska]	2.0	2	2	0	0
43	18	wystawa stały muzeum historia Polska	[wystawa stała Muzeum Historii Polski]	2.0	5	2	0	0
44	18	historia wielki magnat prasowy II RP	[historia największego magnata prasowego II RP]	2.0	6	2	0	0
45	19	tajemnica przyszły imperium	[tajemnica przyszłego imperium]	1.5849625007211563	3	1	0	0
46	19	codzienność konspiracyjny AK	[codzienność konspiracyjna AK]	1.5849625007211563	3	1	0	0
47	19	betonować płyta stropodach	[betonowanie płyty stropodachu]	1.5849625007211563	3	1	0	0
48	19	mit epoka Gierek	[mit epoki Gierka]	1.5849625007211563	3	1	0	0
49	19	styczniowy dziecko Isfahan	[styczniowe dziecko Isfahanu]	1.5849625007211563	3	1	0	0
50	19	polityka I Rzeczpospolita	[polityka I Rzeczpospolitej]	1.5849625007211563	3	1	0	0
51	19	1 teatr cień	[1 teatr Cieni]	1.5849625007211563	3	1	0	0
52	19	złamanie kod enigma	[złamanie kodu Enigmy]	1.5849625007211563	3	1	0	0
53	19	wielki kobieta średniowiecze	[wielka kobieta średniowiecza]	1.5849625007211563	3	1	0	0
54	19	polski montaż dźwig	[polski montaż dźwigu]	1.5849625007211563	3	1	0	0
55	19	Rok monarchia konstytucyjny	[Rok monarchii konstytucyjnej]	1.5849625007211563	3	1	0	0
56	19	upadek powstanie warszawski	[upadek Powstania Warszawskiego]	1.5849625007211563	3	1	0	0
57	19	szlak Stanisław Maczek	[szlak Stanisława Maczka]	1.5849625007211563	3	1	0	0
58	19	kwestia niepodległość Białoruś	[kwestia niepodległości Białorusi]	1.5849625007211563	3	1	0	0
59	19	państwo stan wyjątkowy	[państwo stanu wyjątkowego]	1.5849625007211563	3	1	0	0
60	19	wielki wojna Rzeczpospolita	[wielka wojna Rzeczpospolitej]	1.5849625007211563	3	1	0	0
61	19	twarz Józef Piłsudski	[twarz Józefa Piłsudskiego]	1.5849625007211563	3	1	0	0
62	19	panel 1 en	[panel 1 EN]	1.5849625007211563	3	1	0	0
63	19	budowa muzeum historia	[budowa Muzeum Historii]	1.5849625007211563	3	13	12	1
64	19	białoruski Republika Ludowy	[białoruska Republiki Ludowej]	1.5849625007211563	3	1	0	0
65	19	Duma gospodarka PRL	[Duma gospodarki PRL]	1.5849625007211563	3	1	0	0
66	19	historia ruch wolnomularski	[historia ruchu wolnomularskiego]	1.5849625007211563	3	1	0	0
67	19	kolektywizacja polski wieś	[kolektywizacja polskiej wsi]	1.5849625007211563	3	1	0	0
68	19	obrona miasto kresowy	[obrona miast kresowych]	1.5849625007211563	3	1	0	0
69	19	dzieje duży plaga	[dzieje największej plagi]	1.5849625007211563	3	1	0	0
70	19	pierwszy powszechny wybory	[pierwsze powszechne wybory]	1.5849625007211563	3	1	0	0
71	19	barbarzyński polityka Stalin	[barbarzyńska polityka Stalina]	1.5849625007211563	3	1	0	0
72	19	ewakuacja armia Anders	[ewakuacja Armii Andersa]	1.5849625007211563	3	1	0	0
73	19	propaganda III Rzesza	[propaganda III Rzeszy]	1.5849625007211563	3	1	0	0
74	19	Henryk pobożny szczepienie	[Henryk pobożny Szczepienia]	1.5849625007211563	3	1	0	0
75	19	rocznica katastrofa smoleński	[rocznica KATASTROFY SMOLEŃSKIEJ]	1.5849625007211563	3	1	0	0
76	19	powstać armia krajowy	[powstanie Armii Krajowej]	1.5849625007211563	3	1	0	0
77	19	zapomnieć polski cud	[zapomniany polski cud]	1.5849625007211563	3	1	0	0
78	19	polski myśl techniczny	[polska myśl techniczna]	1.5849625007211563	3	1	0	0
79	19	narodziny II RP	[narodziny II RP]	1.5849625007211563	3	1	0	0
80	19	nowy Warszawa English	[nowa Warszawa ENGLISH]	1.5849625007211563	3	1	0	0
81	19	fenomen legion polski	[fenomen Legionów Polskich]	1.5849625007211563	3	1	0	0
82	19	montaż dźwigar dach	[montaż dźwigarów dachu]	1.5849625007211563	3	1	0	0
83	19	twarz stan wojenny	[twarz stanu wojennego]	1.5849625007211563	3	1	0	0
84	19	skarb I rzeczpospolita	[skarb I Rzeczpospolitej]	1.5849625007211563	3	1	0	0
85	19	prezentacja cykl audiobook	[prezentacja cyklu audiobooków]	1.5849625007211563	3	1	0	0
86	19	ostatni rycerz Rzeczpospolita	[ostatni rycerz Rzeczpospolitej]	1.5849625007211563	3	1	0	0
87	19	urząd prezydent RP	[urząd Prezydenta RP]	1.5849625007211563	3	1	0	0
88	19	Wielki emigracja Rosjanin	[Wielka emigracja Rosjan]	1.5849625007211563	3	1	0	0
89	19	tajemnica wielki Księstwo	[tajemnica Wielkiego Księstwa]	1.5849625007211563	3	1	0	0
90	19	odrodzenie dawny rzeczpospolita	[odrodzenie dawnej Rzeczpospolitej]	1.5849625007211563	3	1	0	0
