painting,paintingLabel,depicts,depictsLabel
http://www.wikidata.org/entity/Q22340548,Portret rodziny,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22340548,Portret rodziny,http://www.wikidata.org/entity/Q506,kwiat
http://www.wikidata.org/entity/Q22340548,Portret rodziny,http://www.wikidata.org/entity/Q7569,dziecko
http://www.wikidata.org/entity/Q22340548,Portret rodziny,http://www.wikidata.org/entity/Q8436,rodzina
http://www.wikidata.org/entity/Q22340548,Portret rodziny,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340548,Portret rodziny,http://www.wikidata.org/entity/Q483453,fontanna
http://www.wikidata.org/entity/Q22340548,Portret rodziny,http://www.wikidata.org/entity/Q1187930,bukiet
http://www.wikidata.org/entity/Q22340563,Smakosze,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22340563,Smakosze,http://www.wikidata.org/entity/Q7569,dziecko
http://www.wikidata.org/entity/Q22340563,Smakosze,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340563,Smakosze,http://www.wikidata.org/entity/Q14748,stół
http://www.wikidata.org/entity/Q22340563,Smakosze,http://www.wikidata.org/entity/Q35473,okno
http://www.wikidata.org/entity/Q22340563,Smakosze,http://www.wikidata.org/entity/Q38695,sztuka kulinarna
http://www.wikidata.org/entity/Q22340563,Smakosze,http://www.wikidata.org/entity/Q210723,kielich
http://www.wikidata.org/entity/Q22340563,Smakosze,http://www.wikidata.org/entity/Q6460735,posiłek
http://www.wikidata.org/entity/Q22340584,Mojżesz wydobywający wodę ze skały,http://www.wikidata.org/entity/Q283,woda
http://www.wikidata.org/entity/Q22340584,Mojżesz wydobywający wodę ze skały,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22340584,Mojżesz wydobywający wodę ze skały,http://www.wikidata.org/entity/Q7569,dziecko
http://www.wikidata.org/entity/Q22340584,Mojżesz wydobywający wodę ze skały,http://www.wikidata.org/entity/Q8063,skała
http://www.wikidata.org/entity/Q22340584,Mojżesz wydobywający wodę ze skały,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340584,Mojżesz wydobywający wodę ze skały,http://www.wikidata.org/entity/Q9077,Mojżesz
http://www.wikidata.org/entity/Q22340584,Mojżesz wydobywający wodę ze skały,http://www.wikidata.org/entity/Q34038,wodospad
http://www.wikidata.org/entity/Q22340597,Portret Daniëla Willincka,http://www.wikidata.org/entity/Q571,książka
http://www.wikidata.org/entity/Q22340597,Portret Daniëla Willincka,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340597,Portret Daniëla Willincka,http://www.wikidata.org/entity/Q105507,peruka
http://www.wikidata.org/entity/Q22340597,Portret Daniëla Willincka,http://www.wikidata.org/entity/Q2849411,Daniël Willink
http://www.wikidata.org/entity/Q22340597,Portret Daniëla Willincka,http://www.wikidata.org/entity/Q3245189,cravat
http://www.wikidata.org/entity/Q22340606,Sprzedawca okularów,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22340606,Sprzedawca okularów,http://www.wikidata.org/entity/Q7569,dziecko
http://www.wikidata.org/entity/Q22340606,Sprzedawca okularów,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340606,Sprzedawca okularów,http://www.wikidata.org/entity/Q37501,Okulary korekcyjne
http://www.wikidata.org/entity/Q22340606,Sprzedawca okularów,http://www.wikidata.org/entity/Q199657,czytanie
http://www.wikidata.org/entity/Q22340606,Sprzedawca okularów,http://www.wikidata.org/entity/Q685433,sprzedawca
http://www.wikidata.org/entity/Q22340614,Bakałarz,http://www.wikidata.org/entity/Q305,kara cielesna
http://www.wikidata.org/entity/Q22340614,Bakałarz,http://www.wikidata.org/entity/Q571,książka
http://www.wikidata.org/entity/Q22340614,Bakałarz,http://www.wikidata.org/entity/Q7569,dziecko
http://www.wikidata.org/entity/Q22340614,Bakałarz,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340614,Bakałarz,http://www.wikidata.org/entity/Q179904,klepsydra
http://www.wikidata.org/entity/Q22340614,Bakałarz,http://www.wikidata.org/entity/Q1160546,kałamarz
http://www.wikidata.org/entity/Q22340614,Bakałarz,http://www.wikidata.org/entity/Q1765120,Bakalaureat
http://www.wikidata.org/entity/Q22340625,Portret mężczyzny w peruce,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340625,Portret mężczyzny w peruce,http://www.wikidata.org/entity/Q105507,peruka
http://www.wikidata.org/entity/Q22340643,Autoportret,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340643,Autoportret,http://www.wikidata.org/entity/Q552280,Daniel Schultz
http://www.wikidata.org/entity/Q22340747,Portret Jeremiego Michała Wiśniowieckiego,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340747,Portret Jeremiego Michała Wiśniowieckiego,http://www.wikidata.org/entity/Q963002,Jeremi Wiśniowiecki
http://www.wikidata.org/entity/Q22340791,Portret Stanisława Krasińskiego,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340791,Portret Stanisława Krasińskiego,http://www.wikidata.org/entity/Q231204,szabla
http://www.wikidata.org/entity/Q22340791,Portret Stanisława Krasińskiego,http://www.wikidata.org/entity/Q5735033,Stanisław Krasiński
http://www.wikidata.org/entity/Q22340791,Portret Stanisława Krasińskiego,http://www.wikidata.org/entity/Q16744001,szlachcic
http://www.wikidata.org/entity/Q22340813,Portret Jana Dobrogosta Krasińskiego,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340813,Portret Jana Dobrogosta Krasińskiego,http://www.wikidata.org/entity/Q11717308,Jan Dobrogost Krasiński
http://www.wikidata.org/entity/Q22340885,Portret króla Jana Kazimierza,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340885,Portret króla Jana Kazimierza,http://www.wikidata.org/entity/Q53452,Jan II Kazimierz Waza
http://www.wikidata.org/entity/Q22340894,Portret królowej Ludwiki Marii Gonzagi,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22340894,Portret królowej Ludwiki Marii Gonzagi,http://www.wikidata.org/entity/Q43436,perła
http://www.wikidata.org/entity/Q22340894,Portret królowej Ludwiki Marii Gonzagi,http://www.wikidata.org/entity/Q170984,korona
http://www.wikidata.org/entity/Q22340894,Portret królowej Ludwiki Marii Gonzagi,http://www.wikidata.org/entity/Q232793,Ludwika Maria Gonzaga
http://www.wikidata.org/entity/Q22340904,Portret króla Jana II Kazimierza Wazy,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340904,Portret króla Jana II Kazimierza Wazy,http://www.wikidata.org/entity/Q53452,Jan II Kazimierz Waza
http://www.wikidata.org/entity/Q22340904,Portret króla Jana II Kazimierza Wazy,http://www.wikidata.org/entity/Q170984,korona
http://www.wikidata.org/entity/Q22340904,Portret króla Jana II Kazimierza Wazy,http://www.wikidata.org/entity/Q3245189,cravat
http://www.wikidata.org/entity/Q22340904,Portret króla Jana II Kazimierza Wazy,http://www.wikidata.org/entity/Q3391846,zbroja płytowa
http://www.wikidata.org/entity/Q22340910,Portret Marii Kazimiery Sobieskiej z synem Jakubem Ludwikiem,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22340910,Portret Marii Kazimiery Sobieskiej z synem Jakubem Ludwikiem,http://www.wikidata.org/entity/Q3010,chłopiec
http://www.wikidata.org/entity/Q22340910,Portret Marii Kazimiery Sobieskiej z synem Jakubem Ludwikiem,http://www.wikidata.org/entity/Q43436,perła
http://www.wikidata.org/entity/Q22340910,Portret Marii Kazimiery Sobieskiej z synem Jakubem Ludwikiem,http://www.wikidata.org/entity/Q152065,Berło
http://www.wikidata.org/entity/Q22340910,Portret Marii Kazimiery Sobieskiej z synem Jakubem Ludwikiem,http://www.wikidata.org/entity/Q170984,korona
http://www.wikidata.org/entity/Q22340910,Portret Marii Kazimiery Sobieskiej z synem Jakubem Ludwikiem,http://www.wikidata.org/entity/Q240113,Maria Kazimiera d'Arquien
http://www.wikidata.org/entity/Q22340910,Portret Marii Kazimiery Sobieskiej z synem Jakubem Ludwikiem,http://www.wikidata.org/entity/Q507964,Jakub Ludwik Sobieski
http://www.wikidata.org/entity/Q22340921,Portret Jana III Sobieskiego w stroju rzymskim,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340921,Portret Jana III Sobieskiego w stroju rzymskim,http://www.wikidata.org/entity/Q53454,Jan III Sobieski
http://www.wikidata.org/entity/Q22340921,Portret Jana III Sobieskiego w stroju rzymskim,http://www.wikidata.org/entity/Q173603,kask
http://www.wikidata.org/entity/Q22340921,Portret Jana III Sobieskiego w stroju rzymskim,http://www.wikidata.org/entity/Q392326,Maczuga
http://www.wikidata.org/entity/Q22340921,Portret Jana III Sobieskiego w stroju rzymskim,http://www.wikidata.org/entity/Q734844,wieniec laurowy
http://www.wikidata.org/entity/Q22340921,Portret Jana III Sobieskiego w stroju rzymskim,http://www.wikidata.org/entity/Q3039121,draperia
http://www.wikidata.org/entity/Q22340921,Portret Jana III Sobieskiego w stroju rzymskim,http://www.wikidata.org/entity/Q3579211,hełm
http://www.wikidata.org/entity/Q22340921,Portret Jana III Sobieskiego w stroju rzymskim,http://www.wikidata.org/entity/Q3812920,karacena
http://www.wikidata.org/entity/Q22340938,Portret Jerzego Ossolińskiego,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340938,Portret Jerzego Ossolińskiego,http://www.wikidata.org/entity/Q494395,Topór
http://www.wikidata.org/entity/Q22340938,Portret Jerzego Ossolińskiego,http://www.wikidata.org/entity/Q1377426,Jerzy Ossoliński
http://www.wikidata.org/entity/Q22340984,Daniel i Cyrus przed posągiem Baala,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22340984,Daniel i Cyrus przed posągiem Baala,http://www.wikidata.org/entity/Q8423,Cyrus II Wielki
http://www.wikidata.org/entity/Q22340984,Daniel i Cyrus przed posągiem Baala,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22340984,Daniel i Cyrus przed posągiem Baala,http://www.wikidata.org/entity/Q171724,Daniel
http://www.wikidata.org/entity/Q22340984,Daniel i Cyrus przed posągiem Baala,http://www.wikidata.org/entity/Q2894617,Bel
http://www.wikidata.org/entity/Q22340984,Daniel i Cyrus przed posągiem Baala,http://www.wikidata.org/entity/Q6460735,posiłek
http://www.wikidata.org/entity/Q22341163,Portret Wilhelma Orsettiego,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341163,Portret Wilhelma Orsettiego,http://www.wikidata.org/entity/Q94658638,Guglielmo Orsetti
http://www.wikidata.org/entity/Q22341193,"Portret Elżbiety Walezjuszki, królowej Hiszpanii",http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22341193,"Portret Elżbiety Walezjuszki, królowej Hiszpanii",http://www.wikidata.org/entity/Q176041,Elżbieta Walezjuszka
http://www.wikidata.org/entity/Q22341215,Portret dwustronny Johanna Christopha Oelhofena,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341262,"Portret damy (Margaretha de Vos, żona Fransa Snydersa?)",http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22341262,"Portret damy (Margaretha de Vos, żona Fransa Snydersa?)",http://www.wikidata.org/entity/Q653053,kryza
http://www.wikidata.org/entity/Q22341262,"Portret damy (Margaretha de Vos, żona Fransa Snydersa?)",http://www.wikidata.org/entity/Q1149531,czepek
http://www.wikidata.org/entity/Q22341417,Portret Giovanniego Battisty Panese,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341430,Portret Johanna von Megen,http://www.wikidata.org/entity/Q571,książka
http://www.wikidata.org/entity/Q22341430,Portret Johanna von Megen,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341430,Portret Johanna von Megen,http://www.wikidata.org/entity/Q653053,kryza
http://www.wikidata.org/entity/Q22341654,Portret damy z różą,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22341654,Portret damy z różą,http://www.wikidata.org/entity/Q571,książka
http://www.wikidata.org/entity/Q22341654,Portret damy z różą,http://www.wikidata.org/entity/Q34687,róża
http://www.wikidata.org/entity/Q22341654,Portret damy z różą,http://www.wikidata.org/entity/Q653053,kryza
http://www.wikidata.org/entity/Q22341654,Portret damy z różą,http://www.wikidata.org/entity/Q1036729,Suknia
http://www.wikidata.org/entity/Q22341658,Portret astronoma (tradycyjnie Tycho de Brahe),http://www.wikidata.org/entity/Q571,książka
http://www.wikidata.org/entity/Q22341658,Portret astronoma (tradycyjnie Tycho de Brahe),http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341658,Portret astronoma (tradycyjnie Tycho de Brahe),http://www.wikidata.org/entity/Q11063,astronom
http://www.wikidata.org/entity/Q22341658,Portret astronoma (tradycyjnie Tycho de Brahe),http://www.wikidata.org/entity/Q36620,Tycho Brahe
http://www.wikidata.org/entity/Q22341658,Portret astronoma (tradycyjnie Tycho de Brahe),http://www.wikidata.org/entity/Q103896,cyrkiel
http://www.wikidata.org/entity/Q22341658,Portret astronoma (tradycyjnie Tycho de Brahe),http://www.wikidata.org/entity/Q653053,kryza
http://www.wikidata.org/entity/Q22341665,Portret mężczyzny w zbroi,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341665,Portret mężczyzny w zbroi,http://www.wikidata.org/entity/Q15179,wąsy
http://www.wikidata.org/entity/Q22341665,Portret mężczyzny w zbroi,http://www.wikidata.org/entity/Q42804,broda
http://www.wikidata.org/entity/Q22341665,Portret mężczyzny w zbroi,http://www.wikidata.org/entity/Q485027,zbroja
http://www.wikidata.org/entity/Q22341670,Portret kobiety ukazanej w profilu,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22341670,Portret kobiety ukazanej w profilu,http://www.wikidata.org/entity/Q43436,perła
http://www.wikidata.org/entity/Q22341670,Portret kobiety ukazanej w profilu,http://www.wikidata.org/entity/Q109676,Saskia van Uylenburgh
http://www.wikidata.org/entity/Q22341670,Portret kobiety ukazanej w profilu,http://www.wikidata.org/entity/Q168456,kolczyk
http://www.wikidata.org/entity/Q22341670,Portret kobiety ukazanej w profilu,http://www.wikidata.org/entity/Q189299,naszyjnik
http://www.wikidata.org/entity/Q22341671,Portret dziewczynki,http://www.wikidata.org/entity/Q3031,dziewczyna
http://www.wikidata.org/entity/Q22341671,Portret dziewczynki,http://www.wikidata.org/entity/Q653053,kryza
http://www.wikidata.org/entity/Q22341671,Portret dziewczynki,http://www.wikidata.org/entity/Q1149531,czepek
http://www.wikidata.org/entity/Q22341673,"Portret konny Jana Alberta II, księcia Meklemburgii",http://www.wikidata.org/entity/Q515,miasto
http://www.wikidata.org/entity/Q22341673,"Portret konny Jana Alberta II, księcia Meklemburgii",http://www.wikidata.org/entity/Q726,koń
http://www.wikidata.org/entity/Q22341673,"Portret konny Jana Alberta II, księcia Meklemburgii",http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341673,"Portret konny Jana Alberta II, księcia Meklemburgii",http://www.wikidata.org/entity/Q16147,Güstrow
http://www.wikidata.org/entity/Q22341673,"Portret konny Jana Alberta II, księcia Meklemburgii",http://www.wikidata.org/entity/Q23413,zamek
http://www.wikidata.org/entity/Q22341673,"Portret konny Jana Alberta II, księcia Meklemburgii",http://www.wikidata.org/entity/Q80151,kapelusz
http://www.wikidata.org/entity/Q22341673,"Portret konny Jana Alberta II, księcia Meklemburgii",http://www.wikidata.org/entity/Q571404,Jan Albert II
http://www.wikidata.org/entity/Q22341684,Portret koronacyjny Władysława IV Wazy,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341684,Portret koronacyjny Władysława IV Wazy,http://www.wikidata.org/entity/Q54054,Władysław IV Waza
http://www.wikidata.org/entity/Q22341684,Portret koronacyjny Władysława IV Wazy,http://www.wikidata.org/entity/Q152065,Berło
http://www.wikidata.org/entity/Q22341684,Portret koronacyjny Władysława IV Wazy,http://www.wikidata.org/entity/Q189233,tron
http://www.wikidata.org/entity/Q22341684,Portret koronacyjny Władysława IV Wazy,http://www.wikidata.org/entity/Q461585,Jabłko królewskie
http://www.wikidata.org/entity/Q22341684,Portret koronacyjny Władysława IV Wazy,http://www.wikidata.org/entity/Q7654633,Korona szwedzka (atrybut)
http://www.wikidata.org/entity/Q22341729,Regent amsterdamski,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341729,Regent amsterdamski,http://www.wikidata.org/entity/Q107425,krajobraz
http://www.wikidata.org/entity/Q22341729,Regent amsterdamski,http://www.wikidata.org/entity/Q1494444,laska
http://www.wikidata.org/entity/Q22341729,Regent amsterdamski,http://www.wikidata.org/entity/Q13423495,mayor of Amsterdam
http://www.wikidata.org/entity/Q22341734,Portret kardynała Richelieu,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341734,Portret kardynała Richelieu,http://www.wikidata.org/entity/Q26702,Armand Jean Richelieu
http://www.wikidata.org/entity/Q22341734,Portret kardynała Richelieu,http://www.wikidata.org/entity/Q45722,kardynał
http://www.wikidata.org/entity/Q22341835,Portret młodego mężczyzny,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q22341835,Portret młodego mężczyzny,http://www.wikidata.org/entity/Q15179,wąsy
http://www.wikidata.org/entity/Q22341838,Portret Marii Ludwiki Gonzagi de Nevers,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22341838,Portret Marii Ludwiki Gonzagi de Nevers,http://www.wikidata.org/entity/Q26771,bluszcz
http://www.wikidata.org/entity/Q22341838,Portret Marii Ludwiki Gonzagi de Nevers,http://www.wikidata.org/entity/Q107425,krajobraz
http://www.wikidata.org/entity/Q22341838,Portret Marii Ludwiki Gonzagi de Nevers,http://www.wikidata.org/entity/Q232793,Ludwika Maria Gonzaga
http://www.wikidata.org/entity/Q22341914,Portret staruszki z różańcem,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22341914,Portret staruszki z różańcem,http://www.wikidata.org/entity/Q132539,różaniec
http://www.wikidata.org/entity/Q22341914,Portret staruszki z różańcem,http://www.wikidata.org/entity/Q191089,starość
http://www.wikidata.org/entity/Q22341922,Portret damy,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22341922,Portret damy,http://www.wikidata.org/entity/Q43436,perła
http://www.wikidata.org/entity/Q22341922,Portret damy,http://www.wikidata.org/entity/Q80151,kapelusz
http://www.wikidata.org/entity/Q22341922,Portret damy,http://www.wikidata.org/entity/Q1187930,bukiet
http://www.wikidata.org/entity/Q22341924,Portret dziewczynki,http://www.wikidata.org/entity/Q3031,dziewczyna
http://www.wikidata.org/entity/Q22342146,Portret Anny Austriaczki (1601-1666),http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22342146,Portret Anny Austriaczki (1601-1666),http://www.wikidata.org/entity/Q43436,perła
http://www.wikidata.org/entity/Q22342146,Portret Anny Austriaczki (1601-1666),http://www.wikidata.org/entity/Q151209,Anna Austriaczka
http://www.wikidata.org/entity/Q22342154,Portret Heleny Tekli z Ossolińskich Lubomirskiej jako Flory,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q22342154,Portret Heleny Tekli z Ossolińskich Lubomirskiej jako Flory,http://www.wikidata.org/entity/Q168456,kolczyk
http://www.wikidata.org/entity/Q22342154,Portret Heleny Tekli z Ossolińskich Lubomirskiej jako Flory,http://www.wikidata.org/entity/Q189299,naszyjnik
http://www.wikidata.org/entity/Q24688842,Autoportret w słomkowym kapeluszu,http://www.wikidata.org/entity/Q42804,broda
http://www.wikidata.org/entity/Q24688842,Autoportret w słomkowym kapeluszu,http://www.wikidata.org/entity/Q80151,kapelusz
http://www.wikidata.org/entity/Q24688842,Autoportret w słomkowym kapeluszu,http://www.wikidata.org/entity/Q568856,Władysław Ślewiński
http://www.wikidata.org/entity/Q24688882,Wyspa skalista,http://www.wikidata.org/entity/Q8063,skała
http://www.wikidata.org/entity/Q24688882,Wyspa skalista,http://www.wikidata.org/entity/Q15324,akwen
http://www.wikidata.org/entity/Q24688882,Wyspa skalista,http://www.wikidata.org/entity/Q23442,wyspa
http://www.wikidata.org/entity/Q24688907,Maska i książki,http://www.wikidata.org/entity/Q571,książka
http://www.wikidata.org/entity/Q24688907,Maska i książki,http://www.wikidata.org/entity/Q161524,maska
http://www.wikidata.org/entity/Q24688925,Dwie Bretonki z koszem jabłek,http://www.wikidata.org/entity/Q89,jabłko
http://www.wikidata.org/entity/Q24688925,Dwie Bretonki z koszem jabłek,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q24688925,Dwie Bretonki z koszem jabłek,http://www.wikidata.org/entity/Q3031,dziewczyna
http://www.wikidata.org/entity/Q24688925,Dwie Bretonki z koszem jabłek,http://www.wikidata.org/entity/Q201097,Kosz
http://www.wikidata.org/entity/Q24688925,Dwie Bretonki z koszem jabłek,http://www.wikidata.org/entity/Q309197,Bretończycy
http://www.wikidata.org/entity/Q24688975,Martwa natura z wazonem kwiatów,http://www.wikidata.org/entity/Q506,kwiat
http://www.wikidata.org/entity/Q24688975,Martwa natura z wazonem kwiatów,http://www.wikidata.org/entity/Q191851,wazon
http://www.wikidata.org/entity/Q24688975,Martwa natura z wazonem kwiatów,http://www.wikidata.org/entity/Q536168,obrus
http://www.wikidata.org/entity/Q24688975,Martwa natura z wazonem kwiatów,http://www.wikidata.org/entity/Q869381,doniczka
http://www.wikidata.org/entity/Q24688975,Martwa natura z wazonem kwiatów,http://www.wikidata.org/entity/Q1187930,bukiet
http://www.wikidata.org/entity/Q24688975,Martwa natura z wazonem kwiatów,http://www.wikidata.org/entity/Q3314483,owoc
http://www.wikidata.org/entity/Q24689004,Półakt kobiety siedzącej,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q24689004,Półakt kobiety siedzącej,http://www.wikidata.org/entity/Q9103,pierś
http://www.wikidata.org/entity/Q24689064,Sierota z Poronina,http://www.wikidata.org/entity/Q3010,chłopiec
http://www.wikidata.org/entity/Q24689064,Sierota z Poronina,http://www.wikidata.org/entity/Q15026,krzesło
http://www.wikidata.org/entity/Q24689064,Sierota z Poronina,http://www.wikidata.org/entity/Q80151,kapelusz
http://www.wikidata.org/entity/Q24689093,Ulica Lubelska w Kazimierzu,http://www.wikidata.org/entity/Q3947,dom
http://www.wikidata.org/entity/Q24689093,Ulica Lubelska w Kazimierzu,http://www.wikidata.org/entity/Q79007,ulica
http://www.wikidata.org/entity/Q24689093,Ulica Lubelska w Kazimierzu,http://www.wikidata.org/entity/Q774098,Kazimierz Dolny
http://www.wikidata.org/entity/Q24689172,Anemony,http://www.wikidata.org/entity/Q158286,zawilec
http://www.wikidata.org/entity/Q24689172,Anemony,http://www.wikidata.org/entity/Q191851,wazon
http://www.wikidata.org/entity/Q24689172,Anemony,http://www.wikidata.org/entity/Q1187930,bukiet
http://www.wikidata.org/entity/Q24689199,Z rozkazu padyszacha,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q24689199,Z rozkazu padyszacha,http://www.wikidata.org/entity/Q42177,łóżko
http://www.wikidata.org/entity/Q24689228,Kobieta z wachlarzem,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q24689228,Kobieta z wachlarzem,http://www.wikidata.org/entity/Q168456,kolczyk
http://www.wikidata.org/entity/Q24689228,Kobieta z wachlarzem,http://www.wikidata.org/entity/Q193220,wachlarz
http://www.wikidata.org/entity/Q24689574,W upojeniu,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q24689574,W upojeniu,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q24690091,Przeszłość grzesznika - Siedem grzechów głównych,http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q24690091,Przeszłość grzesznika - Siedem grzechów głównych,http://www.wikidata.org/entity/Q8063,skała
http://www.wikidata.org/entity/Q24690091,Przeszłość grzesznika - Siedem grzechów głównych,http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q24690091,Przeszłość grzesznika - Siedem grzechów głównych,http://www.wikidata.org/entity/Q15324,akwen
http://www.wikidata.org/entity/Q24690091,Przeszłość grzesznika - Siedem grzechów głównych,http://www.wikidata.org/entity/Q130912,kosa
http://www.wikidata.org/entity/Q24690091,Przeszłość grzesznika - Siedem grzechów głównych,http://www.wikidata.org/entity/Q166502,siedem grzechów głównych
http://www.wikidata.org/entity/Q24690091,Przeszłość grzesznika - Siedem grzechów głównych,http://www.wikidata.org/entity/Q179904,klepsydra
http://www.wikidata.org/entity/Q24690091,Przeszłość grzesznika - Siedem grzechów głównych,http://www.wikidata.org/entity/Q201129,Lira
http://www.wikidata.org/entity/Q24690523,Autoportret z paletą,http://www.wikidata.org/entity/Q193897,pędzel
http://www.wikidata.org/entity/Q24690523,Autoportret z paletą,http://www.wikidata.org/entity/Q425548,paleta
http://www.wikidata.org/entity/Q24690523,Autoportret z paletą,http://www.wikidata.org/entity/Q1400570,Franciszek Żmurko
http://www.wikidata.org/entity/Q24690577,Una Donna (Hetera),http://www.wikidata.org/entity/Q467,kobieta
http://www.wikidata.org/entity/Q24690577,Una Donna (Hetera),http://www.wikidata.org/entity/Q9103,pierś
http://www.wikidata.org/entity/Q24690577,Una Donna (Hetera),http://www.wikidata.org/entity/Q466118,hetera
http://www.wikidata.org/entity/Q24690624,"Portret Wacława Rzewuskiego, zwanego emirem",http://www.wikidata.org/entity/Q8441,mężczyzna
http://www.wikidata.org/entity/Q24690624,"Portret Wacława Rzewuskiego, zwanego emirem",http://www.wikidata.org/entity/Q558139,Wacław Seweryn Rzewuski
http://www.wikidata.org/entity/Q24690624,"Portret Wacława Rzewuskiego, zwanego emirem",http://www.wikidata.org/entity/Q2460567,Turban
http://www.wikidata.org/entity/Q24690624,"Portret Wacława Rzewuskiego, zwanego emirem",http://www.wikidata.org/entity/Q3757641,oszczep
http://www.wikidata.org/entity/Q24690751,Krajobraz leśny,http://www.wikidata.org/entity/Q4421,las
http://www.wikidata.org/entity/Q24690751,Krajobraz leśny,http://www.wikidata.org/entity/Q700143,Droga gruntowa
http://www.wikidata.org/entity/Q24690791,Pożar miasteczka latem,http://www.wikidata.org/entity/Q575,noc
http://www.wikidata.org/entity/Q24690791,Pożar miasteczka latem,http://www.wikidata.org/entity/Q3947,dom
http://www.wikidata.org/entity/Q24690791,Pożar miasteczka latem,http://www.wikidata.org/entity/Q3957,miasteczko
http://www.wikidata.org/entity/Q24690791,Pożar miasteczka latem,http://www.wikidata.org/entity/Q168983,pożar
http://www.wikidata.org/entity/Q24690791,Pożar miasteczka latem,http://www.wikidata.org/entity/Q16334295,grupa ludzi
http://www.wikidata.org/entity/Q24690883,Portret mężczyzny z tabakierką,http://www.wikidata.org/entity/Q571,książka
http://www.wikidata.org/entity/Q24690883,Portret mężczyzny z tabakierką,http://www.wikidata.org/entity/Q8441,mężczyzna
