object_id,object_uri,title,description,image_uri
654e41a145a17789239097,https://muzeumcyfrowe.mnwr.pl/obiekt/swiety-piotr-meczennik,Święty Piotr Męczennik,"Spinello di Luca, zwany Spinello Aretino, 1385-1390",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41a145a17789239097.jpg
654e41a27e41a826556571,https://muzeumcyfrowe.mnwr.pl/obiekt/swieta-katarzyna,Święta Katarzyna,"Spinello di Luca, zwany Spinello Aretino, 1385-1390",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41a27e41a826556571.jpg
654e419ddcf89543508045,https://muzeumcyfrowe.mnwr.pl/obiekt/swieta-malgorzata,Święta Małgorzata,"Spinello di Luca, zwany Spinello Aretino, 1385-1390",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e419ddcf89543508045.jpg
654e419f233d0742321814,https://muzeumcyfrowe.mnwr.pl/obiekt/swieta-maria-magdalena,Święta Maria Magdalena,"Spinello di Luca, zwany Spinello Aretino, 1385-1390",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e419f233d0742321814.jpg
654e40a26431a649721503,https://muzeumcyfrowe.mnwr.pl/obiekt/swiety-pawel,Święty Paweł,"Schiavo, Paolo, lata 30. XV w.",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40a26431a649721503.jpg
654e40a316f5b783391981,https://muzeumcyfrowe.mnwr.pl/obiekt/swiety-piotr,Święty Piotr,"Schiavo, Paolo, 1436",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40a316f5b783391981.jpg
654e41578242a537423553,https://muzeumcyfrowe.mnwr.pl/obiekt/adoracja-dzieciatka-jezus-przez-matke-boska,Adoracja Dzieciątka Jezus przez Matkę Boską,"Rosselli, Cosimo, 1485",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41578242a537423553.jpg
654e41a3aa4d6289183633,https://muzeumcyfrowe.mnwr.pl/obiekt/adoracja-ukrzyzowanego-chrystusa-przez-swietych-hieronima-i-marie-magdalene,Adoracja ukrzyżowanego Chrystusa przez świętych Hieronima i Marię Magdalenę,"Signorelli, Luca d'Egidio, ok. 1485",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41a3aa4d6289183633.jpg
654e41a4b35bd062860986,https://muzeumcyfrowe.mnwr.pl/obiekt/oplakiwanie-chrystusa,Opłakiwanie Chrystusa,"Santi, Giovanni, 1484-1489",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41a4b35bd062860986.jpg
654e40a40aeb8812761239,https://muzeumcyfrowe.mnwr.pl/obiekt/madonna-z-dzieciatkiem-i-szczyglem,Madonna z Dzieciątkiem i szczygłem,"Malatesta, Leonardo di Francesco di Lazzaro, ok. 1505",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40a40aeb8812761239.jpg
654e40bcb0efa353807263,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-klary-heugel,Portret Klary Heugel,ok. 1520 ?,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40bcb0efa353807263.jpg
654e40f264739106312884,https://muzeumcyfrowe.mnwr.pl/obiekt/hiob-i-muzykujacy-przyjaciele,Hiob i muzykujący przyjaciele,ok. 1520,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40f264739106312884.jpg
654e40bb80642554239003,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-lorenza-heugla,Portret Lorenza Heugla,ok. 1520 ?,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40bb80642554239003.jpg
654e40b4b3fe6382734552,https://muzeumcyfrowe.mnwr.pl/obiekt/sceny-z-zycia-lazarza-i-hioba,Sceny z życia Łazarza i Hioba,"Altdorfer, Erhard, ok. 1522",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40b4b3fe6382734552.jpg
654e41a828710702685646,https://muzeumcyfrowe.mnwr.pl/obiekt/madonna-z-dzieciatkiem-i-sw-janem,Madonna z Dzieciątkiem i św. Janem,"Bronzino, Agnolo, ok. 1530",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41a828710702685646.jpg
6512f3474991d430980713,https://muzeumcyfrowe.mnwr.pl/obiekt/zmartwychwstanie-epitafium-jeremiasa-venedigera,Zmartwychwstanie. Epitafium Jeremiasa Venedigera,ok. 1530 i ok. 1587,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/6512f3474991d430980713.jpg
654e4306d0bdc989826414,https://muzeumcyfrowe.mnwr.pl/obiekt/ewa,Ewa,"Cranach, Lucas starszy, ok. 1531",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4306d0bdc989826414.jpg
654e4967f17f8927075587,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-patrycjusza-wroclawskiego-z-inicjalami-bh,Portret patrycjusza wrocławskiego z inicjałami BH,ok. 1540,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4967f17f8927075587.jpg
654e43d6cbf3e480611427,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-marcina-lutra,Portret Marcina Lutra,"Cranach, Lucas starszy, ok. 1540",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e43d6cbf3e480611427.jpg
6512f34b2a0ee051711053,https://muzeumcyfrowe.mnwr.pl/obiekt/zmartwychwstanie-epitafium-rodziny-scheurl,Zmartwychwstanie. Epitafium rodziny Scheurl,1537,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/6512f34b2a0ee051711053.jpg
65e8f8ae055e4506900356,https://muzeumcyfrowe.mnwr.pl/obiekt/bog-z-rajem-adama-i-ewy-w-epitafium-nicolausa-jenckwitz-posadowskiego,Bóg z rajem Adama i Ewy w epitafium Nicolausa Jenckwitz-Posadowskiego,1537,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/65e8f8ae055e4506900356.jpg
654e40be05d3e112379741,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-georga-logusa,Portret Georga Logusa,ok. 1546,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40be05d3e112379741.jpg
654e49655d133790752241,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-andreasa-hertwiga,Portret Andreasa Hertwiga,1541,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e49655d133790752241.jpg
653b837b9da8b732801288,https://muzeumcyfrowe.mnwr.pl/obiekt/ukrzyzowanie-z-maria-i-sw-janem-obraz-z-epitafium-tilmana-hertwiga,Ukrzyżowanie z Marią i św. Janem. Obraz z epitafium Tilmana Hertwiga,1542,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b837b9da8b732801288.jpg
654e4408bd48c884362096,https://muzeumcyfrowe.mnwr.pl/obiekt/zmartwychwstanie-w-epitafium-matthiasa-auctusa,Zmartwychwstanie w epitafium Matthiasa Auctusa,po 1543,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4408bd48c884362096.jpg
654e4305c6ab0748712665,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-cesarza-karola-v,Portret cesarza Karola V,"Amberger, Christoph, ok. 1548",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4305c6ab0748712665.jpg
654e40b60561b274785577,https://muzeumcyfrowe.mnwr.pl/obiekt/chrystus-w-koronie-cierniowej,Chrystus w koronie cierniowej,"Pencz, Georg, 1544",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40b60561b274785577.jpg
653b8376cece2721600769,https://muzeumcyfrowe.mnwr.pl/obiekt/chrystus-i-setnik-z-kafarnaum-obraz-z-epitafium-balthasara-mehla,Chrystus i setnik z Kafarnaum. Obraz z epitafium Balthasara Mehla,1545,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b8376cece2721600769.jpg
654e43e5df966868918823,https://muzeumcyfrowe.mnwr.pl/obiekt/waz-miedziany-w-epitafium-niclasa-uthmana,Wąż miedziany w epitafium Niclasa Uthmana,1547 i 1565,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e43e5df966868918823.jpg
654e428a46ad9995690442,https://muzeumcyfrowe.mnwr.pl/obiekt/tablica-prawa-i-laski-w-epitafium-johanna-hessa,Tablica Prawa i Łaski w epitafium Johanna Hessa,1547-1549,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e428a46ad9995690442.jpg
654e414f6b7de704938172,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-dziewczyny-jako-diany,Portret dziewczyny jako Diany,"Floris de Vriendt, Frans, ok. 1550",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e414f6b7de704938172.jpg
653b8188d0697608137509,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-joachima-ii-maltzana,Portret Joachima II Maltzana,kopia z XIX w. (1551 oryginał),https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b8188d0697608137509.jpg
654e4196b42a7808653135,https://muzeumcyfrowe.mnwr.pl/obiekt/swiatowe-zycie-marii-magdaleny,Światowe życie Marii Magdaleny,2. połowa XVI w.,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4196b42a7808653135.jpg
653b83374d5f1851143219,https://muzeumcyfrowe.mnwr.pl/obiekt/chrzest-chrystusa-w-epitafium-niclasa-burghausa,Chrzest Chrystusa w epitafium Niclasa Burghausa,po 1552,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b83374d5f1851143219.jpg
653b831406f34680809562,https://muzeumcyfrowe.mnwr.pl/obiekt/przypowiesci-o-sadzie-ostatecznym,Przypowieści o Sądzie Ostatecznym,1554,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b831406f34680809562.jpg
653b83826f380066208885,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-gertrudy-kulman,Portret Gertrudy Kulman,1554,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b83826f380066208885.jpg
653b8338a8011599951106,https://muzeumcyfrowe.mnwr.pl/obiekt/biczowanie-chrystusa-w-epitafium-petera-nunharta,Biczowanie Chrystusa w epitafium Petera Nunharta,ok. 1555,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b8338a8011599951106.jpg
653b8379b32fa644679472,https://muzeumcyfrowe.mnwr.pl/obiekt/odnalezienie-12-letniego-jezusa-w-swiatyni-w-epitafium-bartholomaeusa-kretschmera,Odnalezienie 12-letniego Jezusa w Świątyni w epitafium Bartholomaeusa Kretschmera,po 1558,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b8379b32fa644679472.jpg
653b8371c9d93238974775,https://muzeumcyfrowe.mnwr.pl/obiekt/dzialanie-meki-panskiej-w-epitafium-georga-mehla,Działanie męki Pańskiej w epitafium Georga Mehla,1558,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b8371c9d93238974775.jpg
653b835d88926701910766,https://muzeumcyfrowe.mnwr.pl/obiekt/ukrzyzowanie-z-maria-i-janem-w-epitafium-hansa-hillebrandta,Ukrzyżowanie z Marią i Janem w epitafium Hansa Hillebrandta,ok. 1567,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b835d88926701910766.jpg
653b837e601f7042914984,https://muzeumcyfrowe.mnwr.pl/obiekt/chrzest-chrystusa-obraz-z-epitafium-hansa-starosa,Chrzest Chrystusa. Obraz z epitafium Hansa Starosa,1563,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b837e601f7042914984.jpg
654e40c3f09a0052402600,https://muzeumcyfrowe.mnwr.pl/obiekt/wizja-ezechiela-z-epitafium-magdaleny-mettel,Wizja Ezechiela z epitafium Magdaleny Mettel,"Fendt, Tobias, 1565",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40c3f09a0052402600.jpg
653b7fa506aea903488307,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-kobiety-z-rodziny-schilling,Portret kobiety z rodziny Schilling,1567,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b7fa506aea903488307.jpg
654e441744c17272989714,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-zbiorowy-rodziny-schaffgotschow,Portret zbiorowy rodziny Schaffgotschów,ok. 1575,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e441744c17272989714.jpg
653b837132212018914226,https://muzeumcyfrowe.mnwr.pl/obiekt/przemienienie-panskie,Przemienienie Pańskie,przed 1580,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b837132212018914226.jpg
653b835a98701473069571,https://muzeumcyfrowe.mnwr.pl/obiekt/epitafium-matthiasa-lausnitza,Epitafium Matthiasa Lausnitza,po 1575,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b835a98701473069571.jpg
653b81bf6eb1d610433330,https://muzeumcyfrowe.mnwr.pl/obiekt/alegoryczne-ukrzyzowanie-w-epitafium-benedicta-distlera,Alegoryczne Ukrzyżowanie w epitafium Benedicta Distlera,1576,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b81bf6eb1d610433330.jpg
654e4184a79df050396414,https://muzeumcyfrowe.mnwr.pl/obiekt/pejzaz-zimowy-z-lyzwiarzami-i-pulapka-na-ptaki,Pejzaż zimowy z łyżwiarzami i pułapką na ptaki,"Brueghel, Pieter młodszy, ok. 1600",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4184a79df050396414.jpg
654e43519f305775277895,https://muzeumcyfrowe.mnwr.pl/obiekt/chrystus-zapowiada-sad-ostateczny-obraz-z-epitafium-hansa-mohrenberga,Chrystus zapowiada Sąd Ostateczny. Obraz z epitafium Hansa Mohrenberga,"Fendt, Tobias, 1576",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e43519f305775277895.jpg
654e496c5a663133780677,https://muzeumcyfrowe.mnwr.pl/obiekt/rodzina-mohrenberg-na-tle-panoramy-wroclawia,Rodzina Mohrenberg na tle panoramy Wrocławia,"Fendt, Tobias, 1576",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e496c5a663133780677.jpg
654e43e47c364602625943,https://muzeumcyfrowe.mnwr.pl/obiekt/sad-ostateczny-z-herbami-rehdiger-i-herbrot,Sąd Ostateczny z herbami Rehdiger i Herbrot,"Mistrz Aniołów, ok. 1583",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e43e47c364602625943.jpg
654e495f7af1a482769526,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-bartholomausa-mandla,Portret Bartholomäusa Mandla,1578,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e495f7af1a482769526.jpg
654e432e0dab2124728600,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-chryzomysla,Portret Chryzomysła,1580-1604,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e432e0dab2124728600.jpg
653b836e664dd484851796,https://muzeumcyfrowe.mnwr.pl/obiekt/chrystus-w-otchlani-w-epitafium-michaela-uthmann-von-rathen,Chrystus w otchłani w epitafium Michaela Uthmann von Rathen,1581,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b836e664dd484851796.jpg
653b831faf7bb626507235,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-zbiorowy-rodziny-michaela-uthmanna,Portret zbiorowy rodziny Michaela Uthmanna,"Mistrz Aniołów, po 1581",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b831faf7bb626507235.jpg
654e4402d7f2e882642850,https://muzeumcyfrowe.mnwr.pl/obiekt/sad-ostateczny,Sąd Ostateczny,po 1583,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4402d7f2e882642850.jpg
653b833a64827429928678,https://muzeumcyfrowe.mnwr.pl/obiekt/milosierny-samarytanin-w-epitafium-abrahama-seilera,Miłosierny Samarytanin w epitafium Abrahama Seilera,1584,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b833a64827429928678.jpg
654270f4f3670032525711,https://muzeumcyfrowe.mnwr.pl/obiekt/sw-hieronim,Św. Hieronim,"Willmann, Michael Lucas Leopold, 1595",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654270f4f3670032525711.jpg
654e4197a3e7e608797775,https://muzeumcyfrowe.mnwr.pl/obiekt/porwanie-heleny-trojanskiej,Porwanie Heleny Trojańskiej,"Valckenborch, Gillis van, ok. 1600",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4197a3e7e608797775.jpg
654e4183e4318701923511,https://muzeumcyfrowe.mnwr.pl/obiekt/krajobraz-z-kamiennym-mostem,Krajobraz z kamiennym mostem,"Momper, Joos de młodszy, ok. 1600-1610",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4183e4318701923511.jpg
654e418bda080821126335,https://muzeumcyfrowe.mnwr.pl/obiekt/krajobraz-lesny-ze-scena-kuszenia-chrystusa,Krajobraz leśny ze sceną kuszenia Chrystusa,"Hondecoeter, Gillis Claesz. de, 1. dziesięciolecie XVII w.",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e418bda080821126335.jpg
654e418850c45030048977,https://muzeumcyfrowe.mnwr.pl/obiekt/utarczka-pod-s-hertogenbosch,Utarczka pod 's-Hertogenbosch,1. ćw. XVII w.,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e418850c45030048977.jpg
654e41664f036762946770,https://muzeumcyfrowe.mnwr.pl/obiekt/swieta-cecylia,Święta Cecylia,"Strozzi, Bernardo, ok. 1620",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41664f036762946770.jpg
654e41460ccdb668885868,https://muzeumcyfrowe.mnwr.pl/obiekt/martwa-natura-z-karczochami,Martwa natura z karczochami,"Beert, Osias starszy, ok. 1600",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41460ccdb668885868.jpg
653b830c57737536808134,https://muzeumcyfrowe.mnwr.pl/obiekt/ukrzyzowanie,Ukrzyżowanie,ok. 1630,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b830c57737536808134.jpg
654e418279f90967921429,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-ksiecia-janusza-radziwilla,Portret księcia Janusza Radziwiłła,"Bailly, David, 1632",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e418279f90967921429.jpg
654e418601f7e865561945,https://muzeumcyfrowe.mnwr.pl/obiekt/u-kuplerki,U kuplerki,"Bijlert, Jan van, ok. 1630",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e418601f7e865561945.jpg
653b7d24b999b111045370,https://muzeumcyfrowe.mnwr.pl/obiekt/krezus-i-solon,Krezus i Solon,"Francken, Frans młodszy, ok. 1610-1620",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b7d24b999b111045370.jpg
654e4189429ea047170054,https://muzeumcyfrowe.mnwr.pl/obiekt/poklon-trzech-kroli,Pokłon Trzech króli,"Teniers, David starszy, ok. 1640",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4189429ea047170054.jpg
654e45198feee372930779,https://muzeumcyfrowe.mnwr.pl/obiekt/wykwintne-towarzystwo-we-wnetrzu,Wykwintne towarzystwo we wnętrzu,"Palamedesz, Anthonie, ok. 1635",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e45198feee372930779.jpg
654e41aa1ce44828666403,https://muzeumcyfrowe.mnwr.pl/obiekt/modlaca-sie-madonna,Modląca się Madonna,"Salvi, Giovanni Battista, zwany Sassoferrato, 1630-1685",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41aa1ce44828666403.jpg
654e418d0abae576581536,https://muzeumcyfrowe.mnwr.pl/obiekt/heraklit-i-demokryt,Heraklit i Demokryt,"Jacobsz, Lambert, ok. 1630",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e418d0abae576581536.jpg
654e4195bd1c0689751192,https://muzeumcyfrowe.mnwr.pl/obiekt/wiejski-korowod,Wiejski korowód,"Vos, Simon de, ok. 1640",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4195bd1c0689751192.jpg
654e4b90333b9646010042,https://muzeumcyfrowe.mnwr.pl/obiekt/zabawa-w-stodole,Zabawa w stodole,"Cuyp, Benjamin, ok. 1640",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4b90333b9646010042.jpg
654e419873607385852212,https://muzeumcyfrowe.mnwr.pl/obiekt/kazanie-swietego-antoniego-do-zwierzat,Kazanie świętego Antoniego do zwierząt,ok. 1655,https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e419873607385852212.jpg
65fb6c2f57a53480958441,https://muzeumcyfrowe.mnwr.pl/obiekt/martwa-natura-z-naczyniami-i-owocami,Martwa natura z naczyniami i owocami,"Ponce, Antonio, ok. 1650",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/65fb6c2f57a53480958441.jpg
654e41a67ef9c373993482,https://muzeumcyfrowe.mnwr.pl/obiekt/archaniol-rafal-i-tobiasz,Archanioł Rafał i Tobiasz,"Lippi, Lorenzo, ok. 1648",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41a67ef9c373993482.jpg
654e418b16080286621693,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-mezczyzny-w-kolnierzu-z-pomponami,Portret mężczyzny w kołnierzu z pomponami,"Marle, Eva van, poł. XVII w.",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e418b16080286621693.jpg
654e4186ed274957967050,https://muzeumcyfrowe.mnwr.pl/obiekt/przed-murami-rzymu,Przed murami Rzymu,"Weenix, Jan Baptiste, ok. 1650",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e4186ed274957967050.jpg
654e418185c64808760266,https://muzeumcyfrowe.mnwr.pl/obiekt/krajobraz-z-ruinami-akweduktu-i-trzoda,Krajobraz z ruinami akweduktu i trzodą,"Asselijn, Jan, ok. 1650",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e418185c64808760266.jpg
654e41aae7239189902322,https://muzeumcyfrowe.mnwr.pl/obiekt/bog-ojciec-blogoslawiacy-swiat,Bóg Ojciec błogosławiący świat,"Gennari, Benedetto, 1678-1680",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41aae7239189902322.jpg
654e419a0b8fd181465175,https://muzeumcyfrowe.mnwr.pl/obiekt/wielkodusznosc-scypiona,Wielkoduszność Scypiona,"Wet, Jacob Willemsz. de starszy, 3 ćw. XVII w.",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e419a0b8fd181465175.jpg
654e418a3b1c1462690388,https://muzeumcyfrowe.mnwr.pl/obiekt/towarzystwo-przy-kartach,Towarzystwo przy kartach,"Hals, Dirck, 2. ćwierć XVII w.",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e418a3b1c1462690388.jpg
654e41441bbee152034639,https://muzeumcyfrowe.mnwr.pl/obiekt/kobieta-skubiaca-kaczora,Kobieta skubiąca kaczora,"Beeldemaker, Adriaen Cornelisz, ok. 1650",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41441bbee152034639.jpg
654e414e7ae42289614529,https://muzeumcyfrowe.mnwr.pl/obiekt/rozbicie-statku-przy-skalistym-wybrzezu,Rozbicie statku przy skalistym wybrzeżu,"Coopse, Pieter, ok. 1660",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e414e7ae42289614529.jpg
654e405241716458095137,https://muzeumcyfrowe.mnwr.pl/obiekt/koronacja-marii,Koronacja Marii,"Willmann, Michael Lucas Leopold, 1656",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e405241716458095137.jpg
654e40979a4c1919601135,https://muzeumcyfrowe.mnwr.pl/obiekt/wizja-sw-bernarda,Wizja św. Bernarda,"Willmann, Michael Lucas Leopold, przed 1682",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40979a4c1919601135.jpg
653b77f621dbf769728892,https://muzeumcyfrowe.mnwr.pl/obiekt/sw-monika,Św. Monika,"Willmann, Michael Lucas Leopold, 1660-1670",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b77f621dbf769728892.jpg
654e406172f74755884036,https://muzeumcyfrowe.mnwr.pl/obiekt/porwanie-persefony,Porwanie Persefony,"Willmann, Michael Lucas Leopold, około 1665",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e406172f74755884036.jpg
654e427f0366d824837153,https://muzeumcyfrowe.mnwr.pl/obiekt/ostatnia-wieczerza,Ostatnia wieczerza,"Willmann, Michael Lucas Leopold, 1661",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e427f0366d824837153.jpg
653b83250f679181552564,https://muzeumcyfrowe.mnwr.pl/obiekt/meczenstwo-sw-apolonii,Męczeństwo Św. Apolonii,"Willmann, Michael Lucas Leopold, 1664",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b83250f679181552564.jpg
654e406bb5e70726246591,https://muzeumcyfrowe.mnwr.pl/obiekt/orfeusz-grajacy-zwierzetom,Orfeusz grający zwierzętom,"Willmann, Michael Lucas Leopold, ok. 1670",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e406bb5e70726246591.jpg
654e40754980b756169348,https://muzeumcyfrowe.mnwr.pl/obiekt/raj-ejectio-adami-ex-paradiso,Raj (Ejectio Adami ex paradiso),"Willmann, Michael Lucas Leopold, ok. 1670",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40754980b756169348.jpg
6556a0cc516c5297390868,https://muzeumcyfrowe.mnwr.pl/obiekt/swieta-rodzina-pocalunek-sw-jozefa,Święta Rodzina – Pocałunek św. Józefa,"Willmann, Michael Lucas Leopold, po 1669",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/6556a0cc516c5297390868.jpg
653b8318968b3863134677,https://muzeumcyfrowe.mnwr.pl/obiekt/pocalunek-jozefa,Pocałunek Józefa,"Willmann, Michael Lucas Leopold, ok. 1675",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b8318968b3863134677.jpg
6556a0b0e4b3f923414485,https://muzeumcyfrowe.mnwr.pl/obiekt/powolanie-sw-mateusza,Powołanie św. Mateusza,"Willmann, Michael Lucas Leopold, ok. 1675",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/6556a0b0e4b3f923414485.jpg
654e42fe079cc797195956,https://muzeumcyfrowe.mnwr.pl/obiekt/ruiny-antyczne,Ruiny antyczne,"Harms, Johann Oswald, 1671",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e42fe079cc797195956.jpg
654e41ad2e5e3761847888,https://muzeumcyfrowe.mnwr.pl/obiekt/herkules-i-omfale,Herkules i Omfale,"Celesti, Andrea, ok. 1670",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e41ad2e5e3761847888.jpg
653b833035f12007501131,https://muzeumcyfrowe.mnwr.pl/obiekt/portret-arnolda-freibergera,Portret Arnolda Freibergera,"Willmann, Michael Lucas Leopold, 1672",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b833035f12007501131.jpg
653b7835e114f404945469,https://muzeumcyfrowe.mnwr.pl/obiekt/komunia-apostolow,Komunia apostołów,"Willmann, Michael Lucas Leopold, około 1681",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/653b7835e114f404945469.jpg
654e418779009762525590,https://muzeumcyfrowe.mnwr.pl/obiekt/motywy-ze-starego-kosciola-w-delft,Motywy ze Starego Kościoła w Delft,"Witte, Emanuel de, ok. 1680",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e418779009762525590.jpg
654e40a4d6a30851453068,https://muzeumcyfrowe.mnwr.pl/obiekt/rachela-i-laban,Rachela i Laban,"Carneo, Antonio, 1678-1680",https://muzeumcyfrowe.mnwr.pl/uploads/thumbs/654e40a4d6a30851453068.jpg
