museum,museumLabel,coordinates,website,image
http://www.wikidata.org/entity/Q11787330,Muzeum św. Maksymiliana,Point(20.4208 52.2044),,http://commons.wikimedia.org/wiki/Special:FilePath/Maxymil%20muzeum%20fc21.jpg
http://www.wikidata.org/entity/Q11787331,Muzeum św. Faustyny w Płocku,Point(19.685397222 52.544127777),,
http://www.wikidata.org/entity/Q11787335,Muzeum Żup Krakowskich Wieliczka,Point(20.0597 49.984),https://muzeum.wieliczka.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Wieliczka%2C%20soln%C3%A9%20muzeum.JPG
http://www.wikidata.org/entity/Q11787335,Muzeum Żup Krakowskich Wieliczka,Point(20.0597 49.984),https://muzeum.wieliczka.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20Zupny.jpg
http://www.wikidata.org/entity/Q11790623,Neon Muzeum,Point(21.06178 52.24993),http://www.neonmuzeum.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Neon%20Museum%20Warsaw%20015.JPG
http://www.wikidata.org/entity/Q11790623,Neon Muzeum,Point(21.062222222 52.25),http://www.neonmuzeum.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Neon%20Museum%20Warsaw%20015.JPG
http://www.wikidata.org/entity/Q11795986,Oddział Sztuki Dawnej,Point(18.647516 54.34538),http://mng.gda.pl/oddzialy/oddzial-sztuki-dawnej/,http://commons.wikimedia.org/wiki/Special:FilePath/Gda%C5%84sk%2C%20Muzeum%20Narodowe%20-%20fotopolska.eu%20%28261364%29.jpg
http://www.wikidata.org/entity/Q11796741,Ogród Bajek w Międzygórzu,Point(16.7594 50.2347),http://www.pttkmiedzygorze.ta.pl/?id=7,http://commons.wikimedia.org/wiki/Special:FilePath/Garden%20of%20tales.jpg
http://www.wikidata.org/entity/Q11798907,Orbitarium,Point(18.6027 53.0114),http://www.planetarium.torun.pl/index.php?strona=3,http://commons.wikimedia.org/wiki/Special:FilePath/Planetarium%20dzieckoplaneta.jpg
http://www.wikidata.org/entity/Q11801156,Otwarte Muzeum Odry we Wrocławiu,Point(17.06251 51.10673),,http://commons.wikimedia.org/wiki/Special:FilePath/HP%20Nadbor.jpg
http://www.wikidata.org/entity/Q11801636,Ośrodek Oporu Jastarnia,Point(18.634444 54.716389),http://www.fortyjastarnia.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Schron%20Saragossa%201.JPG
http://www.wikidata.org/entity/Q11811317,Park Drogowskazów i Słupów Milowych Cywilizacji w Witnicy,Point(14.8969 52.6756),http://www.witnica.pl/index.php?option=18&action=articles_show&art_id=76,http://commons.wikimedia.org/wiki/Special:FilePath/Park%20Drogowskaz%C3%B3w%20maj%202016.jpg
http://www.wikidata.org/entity/Q11811426,Park Miniatur Latarni Morskich w Niechorzu,Point(15.06667 54.08333),,http://commons.wikimedia.org/wiki/Special:FilePath/Niechorze%2C%20Park%20Miniatur%20Latarni%2C%20miniatura%20latarni%20w%20Ko%C5%82obrzegu%20%28Aw58MW%29.jpg
http://www.wikidata.org/entity/Q11827152,Prezydencki schron przeciwatomowy w Poznaniu,Point(16.8078 52.4413),,http://commons.wikimedia.org/wiki/Special:FilePath/Schron%20dla%20w%C5%82adz%20miasta%20Poznania%2C%20ulica%20S%C5%82upska%2062%20-%20maj%202015%20%2828%29.JPG
http://www.wikidata.org/entity/Q11828168,Prywatne Muzeum Literatury im. Władysława Reymonta w Bielsku-Białej,Point(19.0425 49.8219),,http://commons.wikimedia.org/wiki/Special:FilePath/Tadeusz%20Modrzejewski.JPG
http://www.wikidata.org/entity/Q11831897,Pustelnia brata Alberta w Zakopanem,Point(19.9752 49.264),,http://commons.wikimedia.org/wiki/Special:FilePath/Klasztor%20Albertynek%20na%20Kalat%C3%B3wkach%20T10.2.jpg
http://www.wikidata.org/entity/Q11834468,Rezerwat Archeologiczny Zawodzie,Point(18.1023 51.7466),http://www.muzeumwkaliszu.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Model%20kolegiaty%20%C5%9Bw.%20Paw%C5%82a%20Aposto%C5%82a%20w%20Kaliszu.jpg
http://www.wikidata.org/entity/Q7533942,Muzeum Kolejnictwa w Kościerzynie,Point(17.997222222 54.119444444),http://muzeumkolejnictwa.com.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/TKb-2845%20locomotive%2002.jpg
http://www.wikidata.org/entity/Q7767843,Sądecki Park Etnograficzny,Point(20.7342 49.6158),"http://www.muzeum.sacz.pl/47,Skansen_regionalny__Sadecki_Park_Etnograficzny.htm",http://commons.wikimedia.org/wiki/Special:FilePath/Skansen%20w%20Nowym%20Saczu%20-%20fragment%2014.08.08%20p.jpg
http://www.wikidata.org/entity/Q7970896,Muzeum Gazownictwa w Warszawie,Point(20.9647 52.2281),,http://commons.wikimedia.org/wiki/Special:FilePath/Warszawa%2C%20Wola%20gazownia.jpg
http://www.wikidata.org/entity/Q7975612,Zamek Królewski na Wawelu - Państwowe Zbiory Sztuki,Point(19.9353 50.0542),https://wawel.krakow.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Krakow-Wawel-Courtyard.jpg
http://www.wikidata.org/entity/Q7978341,Muzeum w Bielsku-Białej - Dom Tkacza,Point(19.0354 49.8201),http://www.muzeum.bielsko.pl,http://commons.wikimedia.org/wiki/Special:FilePath/DOM%20TKACZA%203.jpg
http://www.wikidata.org/entity/Q7978341,Muzeum w Bielsku-Białej - Dom Tkacza,Point(19.0354 49.8201),http://www.muzeum.bielsko.pl,http://commons.wikimedia.org/wiki/Special:FilePath/DOM%20TKACZA%202.jpg
http://www.wikidata.org/entity/Q7978341,Muzeum w Bielsku-Białej - Dom Tkacza,Point(19.0354 49.8201),http://www.muzeum.bielsko.pl,http://commons.wikimedia.org/wiki/Special:FilePath/DOM%20TKACZA%204.jpg
http://www.wikidata.org/entity/Q7978341,Muzeum w Bielsku-Białej - Dom Tkacza,Point(19.0354 49.8201),http://www.muzeum.bielsko.pl,http://commons.wikimedia.org/wiki/Special:FilePath/DOM%20TKACZA%205.jpg
http://www.wikidata.org/entity/Q9170563,Podlaskie Muzeum Kultury Ludowej,Point(23.1492 53.1756),http://www.skansen.bialystok.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Bmw%201.jpg
http://www.wikidata.org/entity/Q9173956,Biuro Wystaw Artystycznych w Kaliszu,Point(18.0929 51.7627),http://tarasin.pl,
http://www.wikidata.org/entity/Q9186023,Centralne Biuro Wystaw Artystycznych,Point(21.0114 52.2393),,http://commons.wikimedia.org/wiki/Special:FilePath/6%20Warszawa%20162.jpg
http://www.wikidata.org/entity/Q9186030,Centralne Muzeum Jeńców Wojennych,Point(17.5706 50.546),http://www.cmjw.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Opole%2C%20Centralne%20Muzeum%20Je%C5%84c%C3%B3w%20Wojennych%20-%20Dyrekcja%2C%20Dzia%C5%82%20Naukowo-Badawczy%2C%20Dzia%C5%82%20Dokumentacji%20-%20fotopolska.eu%20%28219141%29.jpg
http://www.wikidata.org/entity/Q9186219,"Centrum Dokumentacji Zsyłek, Wypędzeń i Przesiedleń w Krakowie",Point(19.9361 50.0598),http://www.zsylkiwypedzenia.up.krakow.pl/,
http://www.wikidata.org/entity/Q9186262,Hevelianum,Point(18.6412 54.3549),http://www.hewelianum.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Gda%C5%84sk%2013.JPG
http://www.wikidata.org/entity/Q9186411,Centrum Rysunku i Grafiki im. Tadeusza Kulisiewicza w Kaliszu,Point(18.0921 51.7624),https://www.muzeumwkaliszu.pl/centrum-rysunku-i-grafiki-im-tadeusza-kulisiewicza.html,
http://www.wikidata.org/entity/Q9186413,Centrum Scenografii Polskiej w Katowicach,Point(19.0234 50.2529),http://www.scenografia-polska.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Centrum%20Scenografii%20Polskiej.JPG
http://www.wikidata.org/entity/Q9186483,Centrum Sztuki Współczesnej Zamek Ujazdowski,Point(21.030555555 52.219444444),https://u-jazdowski.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Front%20facade%20of%20the%20Ujazd%C3%B3w%20Castle%2C%20Warsaw%2C%202019.jpg
http://www.wikidata.org/entity/Q9186485,Centrum Sztuki Współczesnej Znaki Czasu,Point(18.6008 53.0122),http://www.csw.torun.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/CSW%20w%20Toruniu.jpg
http://www.wikidata.org/entity/Q9186556,Centrum Żydowskie w Oświęcimiu,Point(19.220502777 50.040047222),http://ajcf.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Synagoga%20Chewra%20Lomdej%20Misznajot%20oraz%20Muzeum%20Zydowskie.jpg
http://www.wikidata.org/entity/Q9186556,Centrum Żydowskie w Oświęcimiu,Point(19.220502777 50.040047222),https://ajcf.pl/en/,http://commons.wikimedia.org/wiki/Special:FilePath/Synagoga%20Chewra%20Lomdej%20Misznajot%20oraz%20Muzeum%20Zydowskie.jpg
http://www.wikidata.org/entity/Q9209309,Dom Historii Podgórza w Krakowie,Point(19.95289 50.0452),,http://commons.wikimedia.org/wiki/Special:FilePath/ZajazdPod%C5%9Aw.Benedyktem-Podg%C3%B3rze-POL%2C%20Krak%C3%B3w.jpg
http://www.wikidata.org/entity/Q9209391,Dom Przyrodnika im. E. i St. Forysiów w Bielsku-Białej,Point(19.0569 49.8133),,http://commons.wikimedia.org/wiki/Special:FilePath/Dom%20Przyrodnika%202.JPG
http://www.wikidata.org/entity/Q9213232,Dworek Marii Dąbrowskiej w Russowie,Point(18.0884 51.8424),http://www.muzeum.kalisz.pl/russow,http://commons.wikimedia.org/wiki/Special:FilePath/Manor%20in%20Russ%C3%B3w%20%2820%29.JPG
http://www.wikidata.org/entity/Q9248389,Dzieje Nowej Huty,Point(20.0394 50.0771),http://mhk.pl/dzieje_nowej_huty,http://commons.wikimedia.org/wiki/Special:FilePath/Historical%20Museum%20of%20the%20City%20of%20Krakow-Branch%20History%20of%20Nowa%20Huta%2C%2016%20osiedle%20Sloneczne%2C%20Nowa%20Huta%2C%20Krakow%2C%20Poland.jpg
http://www.wikidata.org/entity/Q9252004,"Ekspozycja ""Dawne Narzędzia Tortur"" w Krakowie",Point(19.93567 50.0618),,http://commons.wikimedia.org/wiki/Special:FilePath/Pod%20Blach%C4%85%20tenement%20house%2C%2029%20Main%20Market%20square%2C%20Old%20Town%2C%20Krak%C3%B3w%2C%20Poland.jpg
http://www.wikidata.org/entity/Q9257141,Exploseum w Bydgoszczy,Point(18.0758 53.0717),http://www.exploseum.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Eksploseum%20wej%C5%9Bcie.jpg
http://www.wikidata.org/entity/Q9265682,Galicyjski Rynek (sektor miejski w Muzeum Budownictwa Ludowego w Sanoku),Point(22.21 49.5743),,http://commons.wikimedia.org/wiki/Special:FilePath/Galician%20Market%20Square%20at%20Skansen%20in%20Sanok%20%282015%29a.jpg
http://www.wikidata.org/entity/Q9282297,Grzybowo,Point(17.648972222 52.362111111),http://www.grodgrzybowo.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Gr%C3%B3d%20w%20Grzybowie%2001.JPG
http://www.wikidata.org/entity/Q9282297,Grzybowo,Point(17.648972222 52.362111111),http://www.grodgrzybowo.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Gr%C3%B3d%20w%20Grzybowie%2007.JPG
http://www.wikidata.org/entity/Q9305513,Regionalna Izba Spółdzielczości Bankowej w Kołaczkowie,Point(17.6219 52.2167),http://pbswrzesnia.com.pl/index.php/obanku/izba-pamieci-banku,http://commons.wikimedia.org/wiki/Special:FilePath/Dw%C3%B3r%20W%C5%82adys%C5%82awa%20Reymonta%20w%20Ko%C5%82aczkowie%20widziany%20od%20p%C3%B3%C5%82nocy.JPG
http://www.wikidata.org/entity/Q9305513,Regionalna Izba Spółdzielczości Bankowej w Kołaczkowie,Point(17.6219 52.2167),http://pbswrzesnia.com.pl/index.php/obanku/izba-pamieci-banku,http://commons.wikimedia.org/wiki/Special:FilePath/Regional%20Museum%20of%20Cooperative%20Banking%20in%20Ko%C5%82aczkowo%20%283%29.JPG
http://www.wikidata.org/entity/Q9307521,Restauracja Klemens,Point(22.9667 50.6833),,http://commons.wikimedia.org/wiki/Special:FilePath/Restauracja%20%22Klemens%22.jpg
http://www.wikidata.org/entity/Q9307806,Rezerwat Archeologiczny Genius Loci,Point(16.9482 52.4127),http://muzarp.poznan.pl/rezerwat/,http://commons.wikimedia.org/wiki/Special:FilePath/Rezerwat%20Archeologiczny%20Poznan%20%282%29.jpg
http://www.wikidata.org/entity/Q9307825,Rezerwat archeologiczny kultury łużyckiej w Częstochowie,Point(19.1528 50.7874),http://www.rezerwat.muzeumczestochowa.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Cz%C4%99stochowa%20Skansen%2002.jpg
http://www.wikidata.org/entity/Q9332988,Salon Muzyczny-Muzeum Feliksa Nowowiejskiego w Poznaniu,Point(16.9175 52.4165),http://www.nowowiejski.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Nowowiejski%20Museum%20Poznan.jpg
http://www.wikidata.org/entity/Q9332994,Salonik Historii Pielęgniarstwa Collegium Medicum Uniwersytetu Jagiellońskiego,Point(19.95429 50.06343),https://ipip.wnz.cm.uj.edu.pl/o-instytucie/salonik-historyczny/,http://commons.wikimedia.org/wiki/Special:FilePath/UniwersyteckaSzko%C5%82aPiel%C4%99gniarek-UlicaKopernika25-POL%2C%20Krak%C3%B3w.jpg
http://www.wikidata.org/entity/Q9337614,Skansen „Zagroda Sitarska”,Point(22.718556 50.539194),http://www.muzeumbilgoraj.pl/zagroda-sitarska.html,http://commons.wikimedia.org/wiki/Special:FilePath/Bi%C5%82goraj%20-%20Zagroda%20sitarska.jpg
http://www.wikidata.org/entity/Q9337619,Skansen Kultury Materialnej Chełmszczyzny i Podlasia w Holi,Point(23.179238069 51.54787066),,
http://www.wikidata.org/entity/Q9337620,Skansen Kultury Jamneńskiej,Point(16.181359371 54.19349573),https://zagrodajamno.pl/,
http://www.wikidata.org/entity/Q9337621,Skansen Kultury Łemkowskiej w Zyndranowej,Point(21.720277777 49.424722222),http://www.zyndranowa.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Zyndranowa%20skansen.jpg
http://www.wikidata.org/entity/Q9337627,Skansen Taboru Kolejowego w Karsznicach,Point(19.020555555 51.5725),,http://commons.wikimedia.org/wiki/Special:FilePath/WK15%20Zdu%C5%84ska%20Wola%20Karsznice%20skansen%20%283%29%20Lichen99.jpg
http://www.wikidata.org/entity/Q9346620,Strefa Historyczna Wolnego Miasta Gdańska,Point(18.6555 54.3481),http://www.strefahistorycznawmg.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Gda%C5%84sk%20%E2%80%93%20Strefa%20Historyczna%20Wolnego%20Miasta%20Gda%C5%84ska%20%28D%C5%82ugi%20Targ%29.JPG
http://www.wikidata.org/entity/Q9351568,Szkoła Podchorążych w Warszawie,Point(21.037083 52.215694),,http://commons.wikimedia.org/wiki/Special:FilePath/Lazienki%20Park%2C%20Warschau%20DSC%201518.JPG
http://www.wikidata.org/entity/Q9352263,Sztolnie Kowary,Point(15.8467 50.7589),http://www.sztolniekowary.com,http://commons.wikimedia.org/wiki/Special:FilePath/Kowary%20sztolnie%20wej%C5%9Bcie.jpg
http://www.wikidata.org/entity/Q9363198,Twierdza Nysa,Point(17.33164 50.47619),,http://commons.wikimedia.org/wiki/Special:FilePath/2014%20Nysa%2C%20bastion%20%C5%9Bw.%20Jadwigi%2005.JPG
http://www.wikidata.org/entity/Q9363737,Tyskie Browarium,Point(18.986 50.133),https://browarytyskie.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Tyskie%20Browarium%20wrzesie%C5%84%202012%2005.JPG
http://www.wikidata.org/entity/Q9364621,"Ukraińskie Regionalne Muzeum ""Strywihor"" w Przemyślu",Point(22.7677 49.7834),,http://commons.wikimedia.org/wiki/Special:FilePath/PrzemyslStrywihor1.JPG
http://www.wikidata.org/entity/Q9373082,Wielkopolski Park Etnograficzny w Dziekanowicach,Point(17.3815 52.5142),http://www.lednicamuzeum.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Kapliczka%20dziekanowice.jpg
http://www.wikidata.org/entity/Q9373087,Wielkopolskie Muzeum Pożarnictwa w Rakoniewicach,Point(16.2724 52.1401),http://www.wmp-muzeum.psp.wlkp.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/2008%2008060043%20-%20Rakoniewice%20-%20szachulcowy%20ko%C5%9Bci%C3%B3%C5%82%20ewangelicki%20z%201763%20r.-%20obecnie%20muzeum.JPG
http://www.wikidata.org/entity/Q9374664,Muzeum Sopotu,Point(18.57667222 54.43963889),http://www.muzeumsopotu.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20of%20Sopot%2C%20Poland.jpg
http://www.wikidata.org/entity/Q9385508,Zabytkowa Kopalnia Srebra,Point(18.8498 50.4259),http://www.kopalniasrebra.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Zabytkowa%20Kopalnia%20Srebra%202.jpg
http://www.wikidata.org/entity/Q9385867,"Zagroda Lachowska ""Kubalówka""",Point(20.5902 49.5753),,http://commons.wikimedia.org/wiki/Special:FilePath/Zagroda%20Lachowska.jpg
http://www.wikidata.org/entity/Q9385869,Zagroda Maziarska w Łosiu,Point(21.08928 49.57089),,http://commons.wikimedia.org/wiki/Special:FilePath/Zagroda%20maziarska%20w%20%C5%81osiu.jpg
http://www.wikidata.org/entity/Q9388523,Zbiory Archiwalno-Muzealne Krakowskiego Kościoła Garnizonowego św. Agnieszki,Point(19.9397 50.0512),,
http://www.wikidata.org/entity/Q9388528,Zbiory Sprzętu Ratownictwa Kolejowego w Poznaniu,Point(16.9049 52.389),,
http://www.wikidata.org/entity/Q9394408,Łowicki Park Etnograficzny,Point(19.869277777 52.137083333),http://muzeumlowicz.pl/skansen_w_maurzycach,http://commons.wikimedia.org/wiki/Special:FilePath/Skansen%20Maurzyce.JPG
http://www.wikidata.org/entity/Q9534463,Muzeum Pamięci Sybiru,Point(23.175903 53.143262),http://sybir.bialystok.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Zachodnia%20fasada%20Muzeum%20Pami%C4%99ci%20Sybiru.jpg
http://www.wikidata.org/entity/Q16912746,Muzeum i Ośrodek Kultury Białoruskiej w Hajnówce,Point(23.586517813 52.737831885),http://www.muzeumbialoruskie.hajnowka.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Hajnowka%20Muzeum%20Kultury%20Bialoruskiej%202.jpg
http://www.wikidata.org/entity/Q16913347,Muzeum Społeczne Gminy Niebylec,Point(21.9233 49.8431),,http://commons.wikimedia.org/wiki/Special:FilePath/Konieczkowa%20szkola%2020.04.09%20p.jpg
http://www.wikidata.org/entity/Q16913356,Muzeum Samorządowe Ziemi Strzyżowskiej w Strzyżowie,Point(21.7911 49.8708),,
http://www.wikidata.org/entity/Q16913424,Muzeum Kresów w Lubaczowie,Point(23.1219 50.1592),http://www.muzeumkresow.eu,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Kres%C3%B3w.JPG
http://www.wikidata.org/entity/Q16913471,Żywe Muzeum Porcelany w Ćmielowie,Point(21.5147 50.8903),http://turystyka.cmielow.com.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/%C4%86miel%C3%B3w.%20Fabryka%20Porcelany%20AS.%20Widok%20og%C3%B3lny.jpg
http://www.wikidata.org/entity/Q16913476,Muzeum Parafialne w Paszynie,Point(20.7811 49.6228),http://www.paszyn.eu/,http://commons.wikimedia.org/wiki/Special:FilePath/MuzeumPaszyn.JPG
http://www.wikidata.org/entity/Q16913485,Muzeum Parafialne w Lubartowie,Point(22.6086 51.4644),,http://commons.wikimedia.org/wiki/Special:FilePath/Lubart%C3%B3w%2C%20Bazylika%20%C5%9Bw.%20Anny%20-%20fotopolska.eu%20%28192571%29.jpg
http://www.wikidata.org/entity/Q16913487,Muzeum Parafialne w Pruchniku,Point(22.5161 49.9061),,
http://www.wikidata.org/entity/Q16939486,Gabinet Numizmatyczny Mennicy Polskiej,Point(20.9926 52.2341),http://www.mennica.com.pl/historia/gabinet-numizmatyczny/ekspozycja-stala_805.html,http://commons.wikimedia.org/wiki/Special:FilePath/Gabinet%20Numizmatyczny%20Mennicy%20Polskiej%2002.JPG
http://www.wikidata.org/entity/Q16978274,Bielawska Placówka Muzealna w Bielawie,Point(16.6167 50.7),http://www.mbp.bielawa.pl/index.php/aktualnoscibpm1,http://commons.wikimedia.org/wiki/Special:FilePath/Local%20museum%20in%20Bielawa%2C%20summer%202014.JPG
http://www.wikidata.org/entity/Q16978293,Muzeum Gminne w Biszczy,Point(22.6422 50.4106),,
http://www.wikidata.org/entity/Q16978296,Muzeum Ziemi Biłgorajskiej w Biłgoraju,Point(22.7333 50.55),http://www.muzeumbilgoraj.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/BilgorajMuzeum.JPG
http://www.wikidata.org/entity/Q16978582,Gmach Główny Muzeum Narodowego w Szczecinie,Point(14.5644 53.43),http://www.muzeum.szczecin.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/MuzeumMorskieWSzczecinie.jpg
http://www.wikidata.org/entity/Q16978697,Muzeum im. ks. Stanisława Staszica w Hrubieszowie,Point(23.8833 50.8167),http://www.muzeum-hrubieszow.com.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Hrubiesz%C3%B3w%20Du%20Chateau.jpg
http://www.wikidata.org/entity/Q16978878,Krasnobrodzkie Muzeum Parafialne w Krasnobrodzie,Point(23.2153 50.5447),,http://commons.wikimedia.org/wiki/Special:FilePath/Krasnobr%C3%B3d%20-%20spichrz%20drewniany%20przy%20ko%C5%9Bciele.jpg
http://www.wikidata.org/entity/Q16978879,Krasnobrodzkie Muzeum Sakralne w Krasnobrodzie,Point(23.2153 50.5447),,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20ko%C5%9Bcio%C5%82a%20w%20Krasnobrodzie.jpg
http://www.wikidata.org/entity/Q16979310,Muzeum Ziemi Lubińskiej w Lubinie,Point(16.1847 51.4164),,http://commons.wikimedia.org/wiki/Special:FilePath/Lubin30.JPG
http://www.wikidata.org/entity/Q16979324,Muzeum Ziemi Sowiogórskiej w Ludwikowicach Kłodzkich,Point(16.474561 50.617786),,http://commons.wikimedia.org/wiki/Special:FilePath/2014%20Muzeum%20Ziemi%20Sowiog%C3%B3rskiej%20w%20Ludwikowicach%20K%C5%82odzkich%2C%2001.JPG
http://www.wikidata.org/entity/Q16979341,Placówka Historyczno-Muzealna w Lwówku Ślaskim,Point(15.5856 51.1108),,http://commons.wikimedia.org/wiki/Special:FilePath/Lw%C3%B3wek%20%C5%9Al%C4%85ski%20Ratusz%20%283%29.JPG
http://www.wikidata.org/entity/Q17060275,Muzeum Przemysłu Naftowego i Etnografii w Libuszy,Point(21.26666667 49.68333333),http://muzeumlibusza.republika.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Libusza%20%28woj%20ma%C5%82opolskie%29-muzeum%20Przem%20Naft%20i%20Etn.jpg
http://www.wikidata.org/entity/Q17063020,Zabytkowa Huta Żelaza w Chlewiskach,Point(20.76083333 51.24361111),http://chlewiska.mtip.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Chlewiska%2C%20Huta%20%C5%BCelaza%20-%20fotopolska.eu%20%28251175%29.jpg
http://www.wikidata.org/entity/Q17065810,Muzeum Michała Kajki w Ogródku,Point(22.10138889 53.80861111),http://www.michalkajka.pl,
http://www.wikidata.org/entity/Q17066650,Muzeum Jana Wnęka w Odporyszowie,Point(20.91302778 50.15111111),,http://commons.wikimedia.org/wiki/Special:FilePath/Ko%C5%9Bci%C3%B3%C5%82%20w%20Odporyszowie%203.jpg
http://www.wikidata.org/entity/Q17155211,Muzeum Ziemi Krajeńskiej w Nakle nad Notecią,Point(17.59277778 53.14027778),http://www.muzeum.naklo.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Naklo8.JPG
http://www.wikidata.org/entity/Q17155225,Muzeum Ziemi Mogileńskiej w Chabsku,Point(17.93333333 52.63333333),http://www.mzm.mogilno.pl,
http://www.wikidata.org/entity/Q17155408,Muzeum Mineralogiczne w Szklarskiej Porębie,Point(15.52611111 50.81694444),http://www.sokolowski-muzea.pl/spg/,http://commons.wikimedia.org/wiki/Special:FilePath/PL%2C%20Szklarska%20Por%C4%99ba%2C%20ul.%20Kili%C5%84skiego%2020%20DSC%200001-001.JPG
http://www.wikidata.org/entity/Q17266666,Muzeum Borów Tucholskich w Tucholi,Point(17.86394444 53.58725),http://www.muzeum.tuchola.pl/,
http://www.wikidata.org/entity/Q17333975,Muzeum Gospodarstwa Wiejskiego w Lipuszu,Point(17.7844 54.0975),,
http://www.wikidata.org/entity/Q17334017,Muzeum Wsi w Narwi,Point(23.5204 52.9147),,
http://www.wikidata.org/entity/Q17385411,Muzeum Dobrego Miasta,Point(20.4001 53.9876),,http://commons.wikimedia.org/wiki/Special:FilePath/Dobre-miasto%28js%29.jpg
http://www.wikidata.org/entity/Q17385499,Muzeum bł. Edmunda Bojanowskiego w Grabonogu,Point(17.0478 51.8709),,http://commons.wikimedia.org/wiki/Special:FilePath/Grabonog%20dwor%20stary%20565%20p2.JPG
http://www.wikidata.org/entity/Q17402568,Salezjańskie Muzeum Misyjne w Warszawie,Point(21.01153 52.14114),,
http://www.wikidata.org/entity/Q17462776,Muzeum Ziemi Nidzickiej w Nidzicy,Point(20.4291 53.3595),,http://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20w%20Nidzicy.jpg
http://www.wikidata.org/entity/Q17611308,Muzeum Ziemi Chełmińskiej w Chełmnie,Point(18.4219 53.3492),http://www.muzeumchelmno.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Chelmno%20ratusz%2003.jpg
http://www.wikidata.org/entity/Q17611321,Ośrodek Edukacyjno-Muzealny Roztoczańskiego Parku Narodowego w Zwierzyńcu,Point(22.9698 50.6062),http://roztoczanskipn.pl/pl/edukacja/osrodek-edukacyjno-muzealny,http://commons.wikimedia.org/wiki/Special:FilePath/Roztocze%20National%20Park%20Educational%20Center%20and%20Museum%20%2830%29.JPG
http://www.wikidata.org/entity/Q17619097,Muzeum Ziemi Augustowskiej w Augustowie,Point(22.9817 53.8395),,http://commons.wikimedia.org/wiki/Special:FilePath/Public%20Library%20and%20Museum%20in%20Augustow%2001.jpg
http://www.wikidata.org/entity/Q17619098,Muzeum Martyrologii w Bielsku Podlaskim,Point(23.1864 52.7683),,http://commons.wikimedia.org/wiki/Special:FilePath/Podlaskie%20-%20Bielsk%20Podlaski%20-%20Bielsk%20Podlaski%20-%20Ho%C5%82owieska%20-%20Szko%C5%82a%3B%20muzeum%2001.JPG
http://www.wikidata.org/entity/Q17619099,"Muzeum ""Potoki"" w Błażowej Górnej",Point(22.0769 49.8761),,
http://www.wikidata.org/entity/Q17619100,Muzeum w Brodnicy,Point(19.4 53.25),http://www.muzeum.brodnica.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Brodnica%2C%20%C5%9Bw.%20Jakuba%201.jpg
http://www.wikidata.org/entity/Q17619103,Nadbużański Park Historyczno-Kulturowy w Drohiczynie,Point(22.6578 52.402),http://kultura-drohiczyn.pl/?page_id=384,
http://www.wikidata.org/entity/Q17619108,Muzeum w Wieży Ciśnień w Giżycku,Point(21.779 54.0365),http://www.wieza-gizycko.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Gi%C5%BCycko%20woj.warmi%C5%84sko-mazurskie%209.JPG
http://www.wikidata.org/entity/Q17619110,Muzeum Ziemi Gołdapskiej w Gołdapi,Point(22.3094 54.3161),http://www.muzeum-goldap.pl,
