museum,museumLabel,coordinates,website,image
http://www.wikidata.org/entity/Q55624210,Muzeum Uniwersytetu Wrocławskiego,Point(17.03353 51.1138),http://muzeum.uni.wroc.pl/muzeum/,http://commons.wikimedia.org/wiki/Special:FilePath/AulaLeopoldina.jpg
http://www.wikidata.org/entity/Q55624210,Muzeum Uniwersytetu Wrocławskiego,Point(17.034506 51.115271),http://muzeum.uni.wroc.pl/muzeum/,http://commons.wikimedia.org/wiki/Special:FilePath/AulaLeopoldina.jpg
http://www.wikidata.org/entity/Q29158537,Centrum Pieniądza NBP im. Sławomira S. Skrzypka,Point(21.014764 52.23625),https://www.cpnbp.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Tree%20of%20Knowledge%20Centrum%20Pieniadza%20NBP%20AB.jpg
http://www.wikidata.org/entity/Q30035681,Muzeum Podróżników im. Tony Halika1 poł. XVIII,Point(18.603056 53.011528),,http://commons.wikimedia.org/wiki/Special:FilePath/Toru%C5%84%2C%20ul.%20Franciszka%C5%84ska%2011.JPG
http://www.wikidata.org/entity/Q30046631,Chałupa zrębowa,Point(16.259999 50.473495),,http://commons.wikimedia.org/wiki/Special:FilePath/2014%20Pstr%C4%85%C5%BCna%2C%20uk%C5%82ad%20przestrzenny%2C%2025.JPG
http://www.wikidata.org/entity/Q30060237,Willa Juliana Fałata (tzw. Fałatówka) w Bystrej,Point(19.060469 49.762025),,http://commons.wikimedia.org/wiki/Special:FilePath/POL%20Bystra%20%28%C5%9Al%C4%85ska%29%20Fa%C5%82at%C3%B3wka%203.JPG
http://www.wikidata.org/entity/Q30060304,Dawny Dom Młodzieży Katolickiej w Brennej,Point(18.912749 49.722516),,http://commons.wikimedia.org/wiki/Special:FilePath/POL%20Brenna%20Izba%20Regionalna%203.jpg
http://www.wikidata.org/entity/Q30060772,"Zespół dawnej huty Klemens, obecnie Muzeum Ustrońskie",Point(18.817253 49.716119),,
http://www.wikidata.org/entity/Q30060827,"Budynek dawnej karczmy, obecnie Muzeum Beskidzkie w Wiśle",Point(18.859444 49.654167),,http://commons.wikimedia.org/wiki/Special:FilePath/Budynek%20dawnej%20karczmy%2C%20obecnie%20Muzeum%20Beskidzkie%20w%20Wi%C5%9Ble%202.JPG
http://www.wikidata.org/entity/Q30066444,"Dawny kościół klasztorny dominikanek Św. Ducha, obecnie muzeum w Raciborzu",Point(18.216917 50.093444),,http://commons.wikimedia.org/wiki/Special:FilePath/Ko%C5%9Bci%C3%B3%C5%82%20%C5%9Bw.%20Ducha%20%28obecnie%20muzeum%20miejskie%29%20w%20Raciborzu%206.JPG
http://www.wikidata.org/entity/Q30066452,"Dom, ob. muzeum w Raciborzu",Point(18.217444 50.093028),,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20w%20Raciborzu%20-%20budynek%20przy%20Chopina%2012%20%282%29.jpg
http://www.wikidata.org/entity/Q30069408,Muzeum Szlachty Mazowieckiej w Ciechanowie,Point(20.618 52.8765),http://muzeumciechanow.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeumszlachtymazowieckiej.JPG
http://www.wikidata.org/entity/Q30090761,budynek Muzeum im. Jerzego Dunin-Borkowskiego w Krośniewicach,Point(19.16977 52.255663),,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20im%20jerzego%20dunin%20borkowskiego%20w%20krosniewicach.jpg
http://www.wikidata.org/entity/Q30101783,"Rotunda, ob. Muzeum Martyrologii Rotunda (1825-31 r.)",Point(23.2472 50.7108),,http://commons.wikimedia.org/wiki/Special:FilePath/Zamosc-Rotunda%20Zamojska.jpg
http://www.wikidata.org/entity/Q30101783,"Rotunda, ob. Muzeum Martyrologii Rotunda (1825-31 r.)",Point(23.247222222 50.711111111),,http://commons.wikimedia.org/wiki/Special:FilePath/Zamosc-Rotunda%20Zamojska.jpg
http://www.wikidata.org/entity/Q30101791,Arsenał (k. XVI w.,Point(23.248333333 50.716944444),,http://commons.wikimedia.org/wiki/Special:FilePath/Arsena%C5%82%20Zamojski-panorama.jpg
http://www.wikidata.org/entity/Q30210908,Muzeum Tatrzańskie,Point(19.949903 49.295058),,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Tatrza%C5%84skie%E2%80%9D%2C%20Zakopane%2C%20A-1130%20M%2005.jpg
http://www.wikidata.org/entity/Q30524433,Muzeum Treblinka,Point(22.0535 52.635056),https://muzeumtreblinka.eu/,http://commons.wikimedia.org/wiki/Special:FilePath/Treblinka%2C%20Muzeum%20-%20fotopolska.eu%20%28331385%29.jpg
http://www.wikidata.org/entity/Q30551420,"Drewniany dom z XIX wieku, obecnie Muzeum Flisactwa Polskiego w Ulanowie",Point(22.261511111 50.489969444),,http://commons.wikimedia.org/wiki/Special:FilePath/2018%20Powiat%20ni%C5%BCa%C5%84ski%2C%20Ulan%C3%B3w%2C%20Muzeum%20Flisactwa%20Polskiego%2001.jpg
http://www.wikidata.org/entity/Q30585764,Zespół wojskowej składnicy tranzytowej - pole bitewne na półwyspie Westerplatte,Point(18.67134 54.40742),,
http://www.wikidata.org/entity/Q30609098,Muzeum Poczty Polskiej w Gdańsku,Point(18.656861 54.355083),http://www.mhmg.gda.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Gda%C5%84sk%20%28DerHexer%29%202010-07-15%20092.jpg
http://www.wikidata.org/entity/Q30609098,Muzeum Poczty Polskiej w Gdańsku,Point(18.656861 54.355083),http://www.mhmg.gda.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Gdansk%20Muzeum%20Poczty%20Polskiej.jpg
http://www.wikidata.org/entity/Q30905217,Centrum Edukacji Leśnej,Point(21.421667 52.06),http://www.celestynow.warszawa.lasy.gov.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Centrum%20Edukacji%20Le%C5%9Bnej%20-%20znak.jpg
http://www.wikidata.org/entity/Q30905575,Kolejkowo,Point(17.020278 51.108056),http://wroclaw.kolejkowo.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/1WK15%20Wroc%C5%82aw%20%C5%9Awiebodzki%20Kolejkowo%20%2801%29.JPG
http://www.wikidata.org/entity/Q30905813,Muzeum Ordynariatu Polowego,Point(21.00709 52.24909),https://ordynariat.muzeumwarszawy.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Ordynariatu%20Polowego%20w%20Warszawie%2001.JPG
http://www.wikidata.org/entity/Q30906077,Muzeum Militarnych Dziejów Śląska w Pszczynie,Point(18.94551 49.980295),,http://commons.wikimedia.org/wiki/Special:FilePath/Pszczyna%2C%20Katowicka%201%20-%20fotopolska.eu%20%28281778%29.jpg
http://www.wikidata.org/entity/Q30906352,Grodzisko w Duninie,Point(16.06636 51.135599),,http://commons.wikimedia.org/wiki/Special:FilePath/MOs810%20WG%202017%2015%20Dolnoslaskie%20Zakamarki%20IV%20%28Grodzisko%2C%20Dunino%20Swieciany%29.jpg
http://www.wikidata.org/entity/Q30909591,Helski Kompleks Muzealny,Point(18.80009 54.62085),http://www.helmuzeum.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Stanowisko%20ogniowe%20B2%20Hel%2002.jpg
http://www.wikidata.org/entity/Q30915211,Muzeum Domu Macierzystego Zgromadzenia Sióstr Karmelitanek Dzieciątka Jezus,Point(19.112735103 50.277906201),http://www.karmelitanki.pl/domgeneralny/muzeum/,
http://www.wikidata.org/entity/Q32079054,Muzeum Archidiecezji Warmińskiej w Olsztynie,Point(20.47729 53.77655),https://muzeum.archwarmia.pl/,
http://www.wikidata.org/entity/Q33503591,Muzeum Henryka Sienkiewicza w Oblęgórku,Point(20.475861 50.957433),http://mnki.pl/sienkiewicz/,http://commons.wikimedia.org/wiki/Special:FilePath/PL-SK%20Obl%C4%99gorek%2C%20Pa%C5%82acyk%20Henryka%20Sienkiewicza%202018-08-22--16-29-17-001.jpg
http://www.wikidata.org/entity/Q35079214,Kurna Chata Kawuloka,Point(18.9154311 49.5604211),http://chatakawuloka.eu/,http://commons.wikimedia.org/wiki/Special:FilePath/POL%20Istebna%20163%20Chata%20Kawuloka%202.jpg
http://www.wikidata.org/entity/Q56327529,Muzeum im. Stanisława Murzynowskiego w Murzynowie,Point(19.505118 52.585967),,http://commons.wikimedia.org/wiki/Special:FilePath/MOs810%20WG%202%202018%20%28Wloclawek%20Lake%29%20%28Museum%20Murzynowo%29%20%281%29.jpg
http://www.wikidata.org/entity/Q56327960,Schron Kierowania Obroną Cywilną,Point(22.773134 49.790795),http://www.schron.webfabryka.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Czerpnia%20przemy%C5%9Bl.jpg
http://www.wikidata.org/entity/Q56328222,Wielkopolskie Muzeum Niepodległości,Point(16.937611 52.407972),http://www.wmn.poznan.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Odwach%20Pozna%C5%84.jpg
http://www.wikidata.org/entity/Q56337119,Zagroda Rybacko-Rolnicza w Toruniu,Point(18.698889 53.001111),http://www.etnomuzeum.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Toru%C5%84%2C%20Muzeum%20Etnograficzne%2C%20Oddz.%20w%20Kaszczorku%201.jpg
http://www.wikidata.org/entity/Q56338359,Katowicki Skład Neonów,Point(19.021247 50.252953),,http://commons.wikimedia.org/wiki/Special:FilePath/Centrum%20Kultury%20Katowice.jpg
http://www.wikidata.org/entity/Q56338423,Małopolskie Centrum Nauki w Krakowie,Point(19.934028 50.074222),http://www.cogiteon.pl,
http://www.wikidata.org/entity/Q42247004,Muzeum Fauny i Flory Morskiej i Śródlądowej w Jaworzu,Point(18.9678 49.793),http://www.muzeum.jaworze.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20morskie%20Jaworze.jpg
http://www.wikidata.org/entity/Q48841505,Centrum Historii Zajezdnia,Point(16.991127777 51.096488888),https://zajezdnia.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Wroclaw%20zajezdnia%20Grabiszynska%203.jpg
http://www.wikidata.org/entity/Q48842331,Muzeum Człowieka we Wrocławiu,Point(17.034953 51.11352),http://www.antropo.uni.wroc.pl/muzeum_czlowieka/,http://commons.wikimedia.org/wiki/Special:FilePath/2016%20Wroc%C5%82aw%2C%20ul.%20Ku%C5%BAnicza%2035%2001.jpg
http://www.wikidata.org/entity/Q48842544,Muzeum w Polichnie,Point(19.78171 51.459887),,
http://www.wikidata.org/entity/Q48843403,Muzeum Historii Medycyny we Fromborku,Point(19.688037 54.358198),http://www.frombork.art.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Frombork%20021.jpg
http://www.wikidata.org/entity/Q48844191,Muzeum Katedralne w Radomiu,Point(21.15626 51.396831),http://katedra.radom.pl/muzeum-katedralne/,http://commons.wikimedia.org/wiki/Special:FilePath/Radom%2C%20Bazylika%20katedralna%20Opieki%20Naj%C5%9Bwi%C4%99tszej%20Maryi%20Panny%20-%20fotopolska.eu%20%28226556%29.jpg
http://www.wikidata.org/entity/Q48844736,Muzeum Pomnika Historii Frombork Zespół Katedralny,Point(19.682122 54.357011),http://muzeum.frombork.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Katedra%20we%20Fromborku.JPG
http://www.wikidata.org/entity/Q48847240,Muzeum Mitologii Słowiańskiej,Point(18.572 53.954778),http://muzeumslowianskie.pl/,
http://www.wikidata.org/entity/Q48847374,Muzeum Gry i Komputery Minionej Ery,Point(17.018083 51.108111),http://gikme.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20GIKME%20Konsole.jpg
http://www.wikidata.org/entity/Q48847380,Muzeum Konsol Gier Video w Karpaczu,Point(15.74797 50.77419),http://www.muzeumgiervideo.pl/,
http://www.wikidata.org/entity/Q48848650,Muzeum Historii Miasta Przemyśla,Point(22.770278 49.782222),,http://commons.wikimedia.org/wiki/Special:FilePath/Dom%20w%20Przemy%C5%9Blu%20ul.%20Rynek%209%20prnt.jpg
http://www.wikidata.org/entity/Q48849438,Muzeum Ziemi Braniewskiej,Point(19.821833 54.381833),https://muzeum-ziemi-braniewskiej.business.site/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Ziemi%20Braniewskiej2.jpg
http://www.wikidata.org/entity/Q48850014,Barka Lemara,Point(18.001883 53.123109),http://www.mck-bydgoszcz.pl/?p=placowki&id=5,http://commons.wikimedia.org/wiki/Special:FilePath/Bdg%20nabrzezeBrdy%2013%2007-2013.jpg
http://www.wikidata.org/entity/Q48850885,Muzeum Interaktywne / Centrum Edukacji Teatralnej MICET,Point(19.935278 50.063611),http://www.micet.pl//,http://commons.wikimedia.org/wiki/Special:FilePath/Stary%20%28Old%29%20Theater%2C%205%20Jagiellonska%20street%2C%20Old%20Town%2C%20Krakow%2C%20Poland.jpg
http://www.wikidata.org/entity/Q48851673,Muzeum Miniaturowej Sztuki Profesjonalnej Henryk Jan Dominiak w Tychach,Point(18.978027777 50.116805555),http://www.muzeumminiaturowejsztukiprofesjonalnejhenrykjandominiak.eu,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Miniaturowej%20Sztuki%20Profesjonalnej%20Henryk%20Jan%20Dominiak%20in%20Tychy.%20Ulica%20%C5%BBwakowska%208%20mieszkania%2066%2C%20Tychy%20-%20najmniejsze%20Muzeum%20%C5%9Bwiata.jpg
http://www.wikidata.org/entity/Q48851673,Muzeum Miniaturowej Sztuki Profesjonalnej Henryk Jan Dominiak w Tychach,Point(18.978027777 50.116805555),https://muzeumminiaturowejsztukiprofesjonalnejhenrykjandominiak.eu/wp/usa/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Miniaturowej%20Sztuki%20Profesjonalnej%20Henryk%20Jan%20Dominiak%20in%20Tychy.%20Ulica%20%C5%BBwakowska%208%20mieszkania%2066%2C%20Tychy%20-%20najmniejsze%20Muzeum%20%C5%9Bwiata.jpg
http://www.wikidata.org/entity/Q48852043,Dom bł. ks. Antoniego Rewery,Point(21.747222 50.682306),,http://commons.wikimedia.org/wiki/Special:FilePath/Dom%20b%C5%82.%20ks.%20Antoniego%20Rewery.jpg
http://www.wikidata.org/entity/Q48865027,Muzeum Sportu Żużlowego w Toruniu,Point(18.562222 53.015),http://www.torun-plaza.pl/pl/aktualnosci/muzeum-sportu-zuzlowego-speedway-nostalgia.html,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Sportu%20%C5%BBu%C5%BClowego%20w%20Toruniu.jpg
http://www.wikidata.org/entity/Q48866795,Muzeum im. Wojciecha Kętrzyńskiego w Kętrzynie,Point(21.376839 54.074172),http://www.muzeum.ketrzyn.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Ketrzyn%20muzeum%202.jpg
http://www.wikidata.org/entity/Q51091807,Muzeum Szkoły Polskiej w Płotowie,Point(17.41921 54.10073),http://muzeumbytow.pl/plotowo/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Szko%C5%82y%20Polskiej%20w%20P%C5%82otowie%201.jpg
http://www.wikidata.org/entity/Q52375606,Muzeum Pożarnictwa w Oseredku,Point(23.17775 50.425417),http://www.muzeum.susiec.pl,http://commons.wikimedia.org/wiki/Special:FilePath/OseredekMuzeum.jpg
http://www.wikidata.org/entity/Q53558630,Olenderski Park Etnograficzny w Wielkiej Nieszawce,Point(18.490278 52.996667),http://www.etnomuzeum.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Zagroda%20z%20Kaniczek%20-%20Olenderski%20Park%20Etnograficzny%20w%20Wielkiej%20Nieszawce.jpg
http://www.wikidata.org/entity/Q59280811,Muzeum – Miejsce Pamięci w Bełżcu,Point(23.458139 50.373389),http://www.belzec.eu/pl,http://commons.wikimedia.org/wiki/Special:FilePath/PL%20Belzec%20extermination%20camp%201.jpg
http://www.wikidata.org/entity/Q60679335,Muzeum Lenina w Warszawie,Point(21.004261 52.245403),,http://commons.wikimedia.org/wiki/Special:FilePath/Pa%C5%82ac%20Przebendowskich%20Muzeum%20Lenina%20w%20Warszawie.jpg
http://www.wikidata.org/entity/Q60860435,Swarzędzkie Centrum Historii i Sztuki,Point(17.078806 52.411),http://muzeum-swarzedz.pl/category/aktualnosci/,
http://www.wikidata.org/entity/Q60861061,Muzeum Historii Torunia,Point(18.607364 53.009367),https://muzeum.torun.pl/muzeum-historii-torunia-w-domu-eskenow/,http://commons.wikimedia.org/wiki/Special:FilePath/Toru%C5%84%2C%20Dom%20Esken%C3%B3w%2C%20ul.%20%C5%81azienna%2016%20%282%29%20%28OLA%20Z.%29.JPG
http://www.wikidata.org/entity/Q60861075,Muzeum Sztuki Dalekiego Wschodu w Toruniu,Point(18.605119 53.010625),https://muzeum.torun.pl/en/museum-of-far-east-art-in-the-star-house/,http://commons.wikimedia.org/wiki/Special:FilePath/Toru%C5%84%2C%20Dom%20pod%20Gwiazd%C4%85%2C%20%28fasada%29%20Rynek%20Staromiejski%2035%20%283%29%20%28OLA%20Z.%29.JPG
http://www.wikidata.org/entity/Q60861105,Dom Mikołaja Kopernika w Toruniu,Point(18.603944 53.009222),http://muzeum.torun.pl/dom-mikolaja-kopernika/,http://commons.wikimedia.org/wiki/Special:FilePath/CopernicusHouse.jpg
http://www.wikidata.org/entity/Q60863462,Muzeum Historii Medycyny Warszawskiego Uniwersytetu Medycznego,Point(20.985925761 52.207019882),http://www.muzeum.wum.edu.pl,
http://www.wikidata.org/entity/Q60863576,Muzeum Motyli w Łebie,Point(17.557333 54.764083),http://www.muzeummotyli.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Butterfly%20Museum%20in%20%C5%81eba.jpg
http://www.wikidata.org/entity/Q68064829,Muzeum „I Remember” w Krakowie,Point(19.94421 50.052563),,http://commons.wikimedia.org/wiki/Special:FilePath/Wn%C4%99trze%20sali%20g%C5%82ownej.jpg
http://www.wikidata.org/entity/Q71728057,Dom Jakuba Böhme,Point(14.996138888 51.156722222),https://www.it.zgorzelec.pl/index.php?option=com_content&task=view&id=75&Itemid=41,http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Boehme%20Haus.JPG
http://www.wikidata.org/entity/Q76519076,Izba Regionalna Czarnej Płyty w Pionkach,Point(21.436333333 51.465694444),http://cal.pionki.pl/izba-regionalna-i-czarna-plyta/,http://commons.wikimedia.org/wiki/Special:FilePath/Izba%20Czarnej%20P%C5%82yty%2C%20Pionki%202018.07.05%20%2802%29.jpg
http://www.wikidata.org/entity/Q62013670,Muzeum Warmińskie w Lidzbarku Warmińskim,Point(20.58305 54.125),http://lidzbark.muzeum.olsztyn.pl/,
http://www.wikidata.org/entity/Q62745331,Muzeum Wódki w Warszawie,Point(21.007639 52.243417),http://www.muzeumwodki.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Siedziba%20Muzeum%20W%C3%B3dki.jpg
http://www.wikidata.org/entity/Q65163849,Karkonoskie Tajemnice,Point(15.749823701 50.773846072),https://www.karkonoskietajemnice.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Karpacz%20-%20Rze%C5%BAba%20Ducha%20G%C3%B3r.jpg
http://www.wikidata.org/entity/Q65163913,Muzeum Pamięć i Tożsamość im. św. Jana Pawła II w Toruniu,Point(18.515444444 53.018444444),http://www.muzeumpit.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Muzeum%20Pami%C4%99%C4%87%20i%20To%C5%BCsamo%C5%9B%C4%87%20im.%20%C5%9Bw.%20Jana%20Paw%C5%82a%20II%20w%20Toruniu%2C%202020.jpg
http://www.wikidata.org/entity/Q65165856,Muzeum Diecezjalne w Sandomierzu,Point(21.75075 50.676833333),https://www.domdlugosza.sandomierz.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Devstr%20bt%20hnfdthtg.JPG
http://www.wikidata.org/entity/Q65166474,Muzeum Instrumentów i Przyrządów Geodezyjnych im. Bolesława Indyka w Poznaniu,Point(16.881861111 52.407694444),,
http://www.wikidata.org/entity/Q111937795,Wielokulturowa Izba Regionalna w Trzebinie,Point(17.603333333 50.291388888),,http://commons.wikimedia.org/wiki/Special:FilePath/Budynek%20bramny%20z%20murem%20obwodowym%2C%20obecnie%20spichlerz%20w%20Trzebinie%2C%202020.05.07%20%2802%29.jpg
http://www.wikidata.org/entity/Q111940099,Centrum Tradycji Tkackich w Prudniku,Point(17.582222222 50.322222222),http://www.muzeumprudnik.pl/muzeum-tresc-7-centrum_tradycji_tkackich.html,http://commons.wikimedia.org/wiki/Special:FilePath/Prudnik%2C%20ul.%20Kr%C3%B3lowej%20Jadwigi%202017.03.27%20%2801%29.jpg
http://www.wikidata.org/entity/Q111980657,Muzeum Foteli Katapultowych w Oleśnicy,Point(17.378713 51.20683),http://www.fotelkatapultowy.pl/,
http://www.wikidata.org/entity/Q112010663,Muzeum Archeologiczno-Historyczne w Elblągu,Point(19.39349 54.15659),https://muzeum.elblag.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Elbl%C4%85g%20skrzyd%C5%82o%20po%C5%82udniowe%20muzeum%20nr.JPG
http://www.wikidata.org/entity/Q112010666,Muzeum Augusta Zamoyskiego w Jabłoniu,Point(23.089919 51.72351),https://augustzamoyski.eu/,
http://www.wikidata.org/entity/Q112010668,Muzeum Badań Polarnych w Puławach,Point(21.958706 51.41574),https://www.muzeumbadanpolarnych.pl/,
http://www.wikidata.org/entity/Q112010670,Muzeum Historyczno-Archeologiczne w Ostrowcu Świętokrzyskim,Point(21.36193 50.92537),http://www.muzeumostrowiec.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Czestocice%20museum%2020060501%201011.jpg
http://www.wikidata.org/entity/Q112010673,Muzeum Kultury Ludowej w Węgorzewie,Point(21.737788 54.211094),http://www.muzeum-wegorzewo.pl/,
http://www.wikidata.org/entity/Q112011951,Muzeum Miasta Pabianic,Point(19.360352167 51.664092041),https://muzeum.pabianice.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Pabianice.%20Budynek%20muzeum%20na%20ul.%20Zamkowej.jpg
http://www.wikidata.org/entity/Q112011953,Muzeum Miejskie w Bieruniu,Point(19.09112 50.09331),https://muzeum.bierun.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Market%20Square%20in%20Bieru%C5%84%20%281%29.jpg
http://www.wikidata.org/entity/Q112011955,Muzeum Niepołomickie,Point(20.21757 50.03411),https://www.muzeum.niepolomice.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Niepolomice-zam.jpg
http://www.wikidata.org/entity/Q112011956,Muzeum Okręgowe w Pile,Point(16.74374 53.1516),http://www.muzeum.pila.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Pi%C5%82a%20knsulat.JPG
http://www.wikidata.org/entity/Q112011958,Muzeum Okręgowe w Suwałkach,Point(22.927557 54.104313),https://muzeum.suwalki.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Resursa%20Obywatelska%20w%20Suwa%C5%82kach%20by%20Adrian%20Piekarski%202012.JPG
http://www.wikidata.org/entity/Q112011960,Muzeum Pamięci Narodowej i Sztuki Ludowej w Ochotnicy Górnej,Point(20.24928 49.51368),,
http://www.wikidata.org/entity/Q112011966,Muzeum Pożarnictwa w Cześnikach,Point(23.362749972 50.749373112),,
http://www.wikidata.org/entity/Q112011967,Muzeum Regionalne w Kluczkowicach,Point(21.896611 51.08125),https://muzeum.kluczkowice.pl/,
http://www.wikidata.org/entity/Q112011969,Muzeum Stanisława Staszica w Pile,Point(16.7449 53.15122),https://muzeumstaszica.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/PL%20Pi%C5%82a%20Dom.JPG
http://www.wikidata.org/entity/Q112011971,Muzeum Twierdzy Kostrzyn nad Odrą,Point(14.632972 52.580731),http://muzeum.kostrzyn.pl/de/,
http://www.wikidata.org/entity/Q112011971,Muzeum Twierdzy Kostrzyn nad Odrą,Point(14.632972 52.580731),http://muzeum.kostrzyn.pl/pl/,
http://www.wikidata.org/entity/Q112011973,Muzeum w Lewkowie - Zespół Pałacowo-Parkowy,Point(17.864927 51.694812),https://www.muzeumwlewkowie.pl/,
http://www.wikidata.org/entity/Q112011974,Muzeum w Łęczycy,Point(19.20351 52.05911),http://www.muzeumleczyca.pl/,
http://www.wikidata.org/entity/Q112011976,Muzeum w Przeworsku - Zespół Pałacowo-Parkowy,Point(22.486235 50.060386),https://muzeum.przeworsk.pl/,
http://www.wikidata.org/entity/Q112011976,Muzeum w Przeworsku - Zespół Pałacowo-Parkowy,Point(22.486235 50.060386),https://muzeum.przeworsk.pl/strona-glowna-gb/,
http://www.wikidata.org/entity/Q112011978,Muzeum w Tomaszowie Mazowieckim imienia Antoniego hrabiego Ostrowskiego,Point(20.012377 51.531412),https://www.muzeumtomaszow.pl/,
http://www.wikidata.org/entity/Q112027930,Muzeum Ziemi Błońskiej,Point(20.61712 52.1928),https://muzeumblonie.pl/,
http://www.wikidata.org/entity/Q112027931,Muzeum Ziemi Miechowskiej w Miechowie,Point(20.02723 50.35801),http://muzeum.miechow.pl/,
http://www.wikidata.org/entity/Q112027932,Muzeum Ziemi Pałuckiej w Żninie,Point(17.72297 52.84641),http://muzeumznin.pl/,
http://www.wikidata.org/entity/Q112027933,Muzeum Ziemi Średzkiej - „Dwór w Koszutach”,Point(17.1978 52.23298),https://koszuty.pl/,
http://www.wikidata.org/entity/Q112027934,Oleskie Muzeum Regionalne,Point(18.42274 50.87619),https://oleskiemuzeum.pl/,
http://www.wikidata.org/entity/Q112027937,Muzeum Gross-Rosen w Rogoźnicy,Point(16.27503 50.99838),https://de.gross-rosen.eu/,http://commons.wikimedia.org/wiki/Special:FilePath/Gross%20Rosen%202.JPG
http://www.wikidata.org/entity/Q112027937,Muzeum Gross-Rosen w Rogoźnicy,Point(16.27503 50.99838),https://en.gross-rosen.eu/,http://commons.wikimedia.org/wiki/Special:FilePath/Gross%20Rosen%202.JPG
http://www.wikidata.org/entity/Q112027937,Muzeum Gross-Rosen w Rogoźnicy,Point(16.27503 50.99838),https://www.gross-rosen.eu/,http://commons.wikimedia.org/wiki/Special:FilePath/Gross%20Rosen%202.JPG
http://www.wikidata.org/entity/Q112027938,Muzeum Zamkowe w Sandomierzu,Point(21.747482 50.67605),http://www.zamek-sandomierz.pl/,
http://www.wikidata.org/entity/Q112027939,Muzeum Pamięci Mieszkańców Ziemi Oświęcimskiej,Point(19.20013 50.023239),https://www.muzeumpamieci.pl/,
http://www.wikidata.org/entity/Q112027939,Muzeum Pamięci Mieszkańców Ziemi Oświęcimskiej,Point(19.20013 50.023239),https://www.muzeumpamieci.pl/?lang=en,
http://www.wikidata.org/entity/Q112027940,Muzeum Archidiecezjalne Kardynała Karola Wojtyły w Krakowie,Point(19.9371 50.05609),https://archimuzeum.pl/,
http://www.wikidata.org/entity/Q112032028,Muzeum św. Ojca Stanisława Papczyńskiego w Górze Kalwarii,Point(21.20489 51.97644),https://papczynski.pl/muzeum/,http://commons.wikimedia.org/wiki/Special:FilePath/Instalacja%20przy%20Muzeum%20%C5%9Bw.%20Ojca%20Stanis%C5%82awa%20Papczy%C5%84skiego%20w%20G%C3%B3rze%20Kalwarii.jpg
http://www.wikidata.org/entity/Q112032029,Muzeum Markowieckiego Sanktuarium,Point(18.21509 52.70652),http://www.markowice.eu/aktualnosci.121.muzeum_markowickiego_sanktuarium.html,
http://www.wikidata.org/entity/Q112032030,Muzeum Broni i Militariów w Lubawie,Point(19.74121 53.50161),https://mbimwl.pl.tl/,
http://www.wikidata.org/entity/Q112032031,Muzeum II Korpusu Polskiego w Józefowie,Point(21.24252 52.14),https://2korpus.pl/,
http://www.wikidata.org/entity/Q112032032,Muzeum 3 Dywizji Piechoty Legionów w Zamościu,Point(22.23291 49.81158),http://zci.zamosc.pl/page/660/muzeum-3-dywizji-piechoty-legionow.html,
