"article_title","article_id","filename","nchar"
"Stacja Muzeum","3772286","Stacja_Muzeum__pageid-3772286.txt",2901
"Stara szkoła w Policach nad Metují","5580312","Stara_szkoła_w_Policach_nad_Metují__pageid-5580312.txt",776
"Synagoga w Gniewkowie","570337","Synagoga_w_Gniewkowie__pageid-570337.txt",1366
"The Sixth Floor Museum at Dealey Plaza","3308104","The_Sixth_Floor_Museum_at_Dealey_Plaza__pageid-3308104.txt",391
"Twierdza Bourtange","2944365","Twierdza_Bourtange__pageid-2944365.txt",490
"Valašské muzeum v přírodě","3452732","Valašské_muzeum_v_přírodě__pageid-3452732.txt",4398
"Wieża Wignacourt","2303003","Wieża_Wignacourt__pageid-2303003.txt",1437
"Wystawa interaktywna","1569789","Wystawa_interaktywna__pageid-1569789.txt",698
"Wystawa sprzętu lotniczego i wojskowego w Łodzi","1151966","Wystawa_sprzętu_lotniczego_i_wojskowego_w_Łodzi__pageid-1151966.txt",1469
"Zachodniopruskie Muzeum Prowincjonalne w Gdańsku","3364394","Zachodniopruskie_Muzeum_Prowincjonalne_w_Gdańsku__pageid-3364394.txt",2997
"Zamek Królewski na Wawelu   Państwowe Zbiory Sztuki","1261294","Zamek_Królewski_na_Wawelu___Państwowe_Zbiory_Sztuki__pageid-1261294.txt",4657
"Zamek Królewski w Warszawie","161541","Zamek_Królewski_w_Warszawie__pageid-161541.txt",37728
"Zamek w Malmaison","2488939","Zamek_w_Malmaison__pageid-2488939.txt",7107
"Zamek w Montsoreau   Muzeum Sztuki Współczesnej","4649589","Zamek_w_Montsoreau___Muzeum_Sztuki_Współczesnej__pageid-4649589.txt",10182
"Zamek w Montsoreau","4391101","Zamek_w_Montsoreau__pageid-4391101.txt",1315
"Zamek w Pszczynie","1768159","Zamek_w_Pszczynie__pageid-1768159.txt",33283
"Zbiory Sprzętu Ratownictwa Kolejowego w Poznaniu","2914248","Zbiory_Sprzętu_Ratownictwa_Kolejowego_w_Poznaniu__pageid-2914248.txt",850
"Zbrojownia Pałacowa w Valletcie","3975310","Zbrojownia_Pałacowa_w_Valletcie__pageid-3975310.txt",4122
"Żywe Muzeum Lawendy","5006833","Żywe_Muzeum_Lawendy__pageid-5006833.txt",1137
"Żywe Muzeum Obwarzanka w Krakowie","4589095","Żywe_Muzeum_Obwarzanka_w_Krakowie__pageid-4589095.txt",2573
"Żywe Muzeum Piernika w Toruniu","2035267","Żywe_Muzeum_Piernika_w_Toruniu__pageid-2035267.txt",1511
"Żywe Muzeum Porcelany w Ćmielowie","3166143","Żywe_Muzeum_Porcelany_w_Ćmielowie__pageid-3166143.txt",1819
